	ENST_Nested	ENST_Host	geneChr_Nested	geneStart_Nested	geneEnd_Nested	SYMBOL_Nested	Strand_Nested	biotype_Nested	geneChr_Host	geneStart_Host	geneEnd_Host	SYMBOL_Host	Strand_Host	biotype_Host	Overlap_size	Strandness	pairid	seqnames	start	end	width	strand	V5	annotation	genic	Intergenic	Promoter	fiveUTR	threeUTR	Exon	Intron	downstream	distal_intergenic	exon_intron_number	exon_intron_total_number
8381	ENST00000574520.3_1	ENST00000331238.7_4	chr17	1898907	1906965	AC099684.2	+	lncRNA	chr17	1837970	1928628	RTN4RL1	-	protein_coding	8058	opposite	3388_ID	chr17	1898908	1906965	8058	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8411	ENST00000576138.1_3	ENST00000635042.1_2	chr17	6556782	6558328	AC004706.1	-	lncRNA	chr17	6555190	6596521	C17orf100	+	nonsense_mediated_decay	1546	opposite	160_ID	chr17	6556783	6558328	1546	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	2
8445	ENST00000577227.1_3	ENST00000584219.1_1	chr17	30856025	30857067	AC079336.3	-	lncRNA	chr17	30845970	30858510	AC079336.4	+	lncRNA	1042	opposite	2649_ID	chr17	30856026	30857067	1042	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8485	ENST00000577414.1	ENST00000300880.11_3	chr19	47730198	47730278	MIR3191	+	miRNA	chr19	47724080	47736023	BBC3	-	protein_coding	80	opposite	8303_ID	chr19	47730199	47730278	80	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8519	ENST00000577604.1	ENST00000553061.1_1	chr12	54738393	54738645	RN7SL744P	+	misc_RNA	chr12	54670414	54738867	AC078778.1	+	lncRNA	252	same	10399_ID	chr12	54738394	54738645	252	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8592	ENST00000577950.1	ENST00000670698.1_3	chr13	110750199	110750498	RN7SL783P	-	misc_RNA	chr13	110688638	110781483	AL390755.1	-	lncRNA	299	same	10429_ID	chr13	110750200	110750498	299	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8613	ENST00000578110.1	ENST00000587660.1_1	chr18	53146451	53146529	MIR4529	+	miRNA	chr18	53119763	53150171	TCF4-AS1	+	lncRNA	78	same	8610_ID	chr18	53146452	53146529	78	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8619	ENST00000578157.1	ENST00000395699.5_4	chr7	44921346	44921399	MIR4657	-	miRNA	chr7	44915897	44925129	PURB	-	protein_coding	53	same	8647_ID	chr7	44921347	44921399	53	*	-	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	1
8659	ENST00000578401.1	ENST00000284110.2_4	chr17	13403570	13403645	AC005375.1	-	miRNA	chr17	13397348	13505246	HS3ST3A1	-	protein_coding	75	same	287_ID	chr17	13403571	13403645	75	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8677	ENST00000578513.1	ENST00000649421.1_1	chr6	31342094	31342180	AL671883.1	-	miRNA	chr6	31334833	31343865	AL671883.3	+	lncRNA	86	opposite	5882_ID	chr6	31342095	31342180	86	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8724	ENST00000578774.1_1	ENST00000578689.2_3	chr17	38516906	38520945	AC080112.1	+	lncRNA	chr17	38516903	38520989	GJD3	-	protein_coding	4039	opposite	2703_ID	chr17	38516907	38520945	4039	*	+	Exon	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	1	1
8727	ENST00000578796.1	ENST00000665695.1_3	chr4	186043475	186043576	AC093824.1	+	miRNA	chr4	186040137	186048632	AC093824.2	-	lncRNA	101	opposite	3249_ID	chr4	186043476	186043576	101	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8728	ENST00000578799.1	ENST00000549527.1_3	chr12	79856243	79856330	AC027288.2	-	miRNA	chr12	79734984	79897176	AC027288.3	-	lncRNA	87	same	2206_ID	chr12	79856244	79856330	87	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8749	ENST00000578945.1	ENST00000659841.1_3	chr5	126596627	126596690	AC011416.1	+	miRNA	chr5	126567668	126626395	AC011416.4	-	lncRNA	63	opposite	1207_ID	chr5	126596628	126596690	63	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8754	ENST00000578964.1	ENST00000563734.1_1	chr16	2320713	2320773	MIR3677	+	miRNA	chr16	2318155	2323419	AC009065.4	+	lncRNA	60	same	8382_ID	chr16	2320714	2320773	60	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8759	ENST00000579019.2_1	ENST00000414744.2_2	chr17	26934980	26936748	AC005726.4	+	lncRNA	chr17	26925807	26944395	SPAG5-AS1	+	lncRNA	1768	same	345_ID	chr17	26934981	26936748	1768	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8768	ENST00000579050.1_1	ENST00000581474.1_1	chr17	27896597	27897537	AC104564.3	+	lncRNA	chr17	27887564	28034108	ABHD15-AS1	+	lncRNA	940	same	3555_ID	chr17	27896598	27897537	940	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8801	ENST00000579266.1	ENST00000650868.1_3	chr20	43509478	43509775	RN7SL31P	-	misc_RNA	chr20	43493075	43514245	AL008725.1	-	lncRNA	297	same	10101_ID	chr20	43509479	43509775	297	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8822	ENST00000579424.1	ENST00000465549.1_1	chr7	151130574	151130725	MIR3907	-	miRNA	chr7	151124768	151136210	AC005996.1	+	lncRNA	151	opposite	8412_ID	chr7	151130575	151130725	151	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8836	ENST00000579480.1_3	ENST00000669341.1_3	chr18	75694975	75698566	AC134978.1	-	lncRNA	chr18	75682594	75705687	LINC01029	-	lncRNA	3591	same	4131_ID	chr18	75694976	75698566	3591	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8888	ENST00000579776.1	ENST00000653765.1_1	chr13	66540461	66540561	MIR548X2	-	miRNA	chr13	66515204	66547831	AL158038.1	+	lncRNA	100	opposite	8922_ID	chr13	66540462	66540561	100	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8913	ENST00000579892.1	ENST00000301998.5_2	chr2	62432960	62433052	MIR5192	+	miRNA	chr2	62423249	62451866	B3GNT2	+	protein_coding	92	same	8855_ID	chr2	62432961	62433052	92	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8933	ENST00000579981.1_1	ENST00000582866.1_1	chr17	79836542	79837433	AC145207.6	+	lncRNA	chr17	79836300	79838982	AC145207.5	-	lncRNA	891	opposite	4234_ID	chr17	79836543	79837433	891	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	1	1
8960	ENST00000580198.1	ENST00000369982.5_2	chrX	153246547	153246628	MIR3202-1	+	miRNA	chrX	153238204	153248645	TMEM187	+	protein_coding	81	same	8312_ID	chrX	153246548	153246628	81	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8979	ENST00000580321.1	ENST00000665587.1_3	chr4	585358	585697	RN7SL358P	+	misc_RNA	chr4	571307	611865	AC116565.1	+	lncRNA	339	same	10127_ID	chr4	585359	585697	339	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
8995	ENST00000580371.1	ENST00000374472.5_4	chr1	24208283	24208575	RN7SL24P	-	misc_RNA	chr1	24197004	24239852	CNR2	-	protein_coding	292	same	10055_ID	chr1	24208284	24208575	292	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9019	ENST00000580529.1	ENST00000371542.3_3	chr9	140063637	140063722	MIR3621	-	miRNA	chr9	140063209	140064503	LRRC26	-	protein_coding	85	same	8357_ID	chr9	140063638	140063722	85	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9032	ENST00000580586.1	ENST00000666064.1_3	chr10	2495328	2495418	AC024908.1	-	miRNA	chr10	2410754	2544364	LINC02645	-	lncRNA	90	same	2037_ID	chr10	2495329	2495418	90	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9036	ENST00000580591.1	ENST00000668145.1_1	chr3	75762166	75762465	RN7SL92P	-	misc_RNA	chr3	75721450	75791199	LINC00960	+	lncRNA	299	opposite	10500_ID	chr3	75762167	75762465	299	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9063	ENST00000580715.1	ENST00000590989.1_3	chr19	4466462	4466736	RN7SL528P	+	misc_RNA	chr19	4457958	4471276	AC011498.1	-	lncRNA	274	opposite	10252_ID	chr19	4466463	4466736	274	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9080	ENST00000580817.1	ENST00000402221.4_1	chr7	1883815	1883889	MIR4655	-	miRNA	chr7	1878221	1889567	AC104129.1	+	lncRNA	74	opposite	8643_ID	chr7	1883816	1883889	74	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9102	ENST00000580912.1	ENST00000614670.1_1	chr20	36726797	36727102	RN7SL237P	-	misc_RNA	chr20	36694483	36756182	RPRD1B	+	protein_coding	305	opposite	10042_ID	chr20	36726798	36727102	305	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9120	ENST00000580972.1	ENST00000577914.1_1	chr2	122288456	122288583	RNU4ATAC	+	snRNA	chr2	122287997	122290281	AC012447.1	+	lncRNA	127	same	10720_ID	chr2	122288457	122288583	127	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9161	ENST00000581240.1_1	ENST00000581474.1_1	chr17	27966644	27967843	AC104564.1	+	lncRNA	chr17	27887564	28034108	ABHD15-AS1	+	lncRNA	1199	same	3550_ID	chr17	27966645	27967843	1199	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9163	ENST00000581261.1	ENST00000574826.1_1	chr17	54968630	54968716	MIR3614	-	miRNA	chr17	54966240	54969202	AC015912.1	+	lncRNA	86	opposite	8348_ID	chr17	54968631	54968716	86	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9170	ENST00000581329.1	ENST00000424119.1_3	chr2	64567892	64567973	MIR4433	+	miRNA	chr2	64565200	64568781	AC114752.2	-	lncRNA	81	opposite	8533_ID	chr2	64567893	64567973	81	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9213	ENST00000581622.1_1	ENST00000584959.1_1	chr17	62895883	62896834	AC103810.5	+	lncRNA	chr17	62888941	62906298	AC103810.2	+	lncRNA	951	same	3472_ID	chr17	62895884	62896834	951	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9214	ENST00000581624.1	ENST00000650939.1_2	chr2	220771222	220771286	MIR4268	-	miRNA	chr2	220769703	220777555	AC008281.1	-	lncRNA	64	same	8468_ID	chr2	220771223	220771286	64	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9227	ENST00000581719.2_1	ENST00000582554.1_3	chr18	902766	906668	AP000894.2	-	lncRNA	chr18	894435	907681	AP000894.3	-	lncRNA	3902	same	6047_ID	chr18	902767	906668	3902	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9235	ENST00000581751.1	ENST00000526713.1_3	chr11	101390550	101390636	MIR3920	-	miRNA	chr11	101375435	101743293	TRPC6	-	processed_transcript	86	same	8424_ID	chr11	101390551	101390636	86	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9278	ENST00000581938.1	ENST00000643232.1_1	chr1	55691313	55691396	MIR4422	+	miRNA	chr1	55683317	55790364	MIR4422HG	+	lncRNA	83	same	8528_ID	chr1	55691314	55691396	83	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9285	ENST00000581970.1	ENST00000331351.6_2	chr16	26036557	26036631	MIR548W	+	miRNA	chr16	25703279	26149006	HS3ST4	+	protein_coding	74	same	8920_ID	chr16	26036558	26036631	74	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9332	ENST00000582228.1	ENST00000647580.1_3	chr14	77433862	77434108	RN7SL356P	-	misc_RNA	chr14	77424440	77466952	AC007686.4	-	lncRNA	246	same	10126_ID	chr14	77433863	77434108	246	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9340	ENST00000582257.1	ENST00000307750.5_4	chr9	37459391	37459706	RN7SL463P	-	misc_RNA	chr9	37438098	37465447	ZBTB5	-	protein_coding	315	same	10204_ID	chr9	37459392	37459706	315	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9363	ENST00000582367.1_1	ENST00000581474.1_1	chr17	27948634	27949272	AC104564.2	-	lncRNA	chr17	27887564	28034108	ABHD15-AS1	+	lncRNA	638	opposite	3553_ID	chr17	27948635	27949272	638	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9382	ENST00000582487.1	ENST00000642173.1_1	chr5	159901408	159901490	MIR3142	+	miRNA	chr5	159865600	159914433	MIR3142HG	+	lncRNA	82	same	8267_ID	chr5	159901409	159901490	82	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9396	ENST00000582609.1	ENST00000635042.1_2	chr17	6558758	6558828	MIR4520A	-	miRNA	chr17	6555190	6596521	C17orf100	+	nonsense_mediated_decay	70	opposite	8602_ID	chr17	6558759	6558828	70	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	2
9441	ENST00000582824.1	ENST00000668145.1_1	chr3	75787430	75787514	MIR4273	+	miRNA	chr3	75721450	75791199	LINC00960	+	lncRNA	84	same	8473_ID	chr3	75787431	75787514	84	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9454	ENST00000582881.1_1	ENST00000581474.1_1	chr17	27971813	27972865	AC104564.5	-	lncRNA	chr17	27887564	28034108	ABHD15-AS1	+	lncRNA	1052	opposite	3560_ID	chr17	27971814	27972865	1052	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9466	ENST00000582948.1	ENST00000652932.1_1	chr7	63387213	63387279	AC092634.2	+	miRNA	chr7	63386209	63391298	AC092634.8	+	lncRNA	66	same	3111_ID	chr7	63387214	63387279	66	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9471	ENST00000582990.1_1	ENST00000577309.1_1	chr17	21360745	21362301	AC068418.1	+	lncRNA	chr17	21359824	21363527	AC068418.2	-	lncRNA	1556	opposite	2409_ID	chr17	21360746	21362301	1556	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	1
9476	ENST00000583007.1	ENST00000412344.1_3	chr1	230865625	230865915	RN7SL467P	+	misc_RNA	chr1	230846443	230931238	AL512328.1	-	lncRNA	290	opposite	10207_ID	chr1	230865626	230865915	290	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9524	ENST00000583259.1	ENST00000626826.1_1	chr12	102611097	102611391	RN7SL793P	-	misc_RNA	chr12	102591362	102796374	HELLPAR	+	lncRNA	294	opposite	10436_ID	chr12	102611098	102611391	294	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	1	1
9525	ENST00000583262.1_1	ENST00000360954.3_2	chr17	14207170	14208822	AC005224.3	+	lncRNA	chr17	14204397	14252721	HS3ST3B1	+	protein_coding	1652	same	254_ID	chr17	14207171	14208822	1652	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9542	ENST00000583416.1_1	ENST00000577423.2_1	chr17	62939379	62947172	AC037487.1	+	lncRNA	chr17	62936719	62950295	AC037487.4	+	lncRNA	7793	same	2285_ID	chr17	62939380	62947172	7793	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9573	ENST00000583581.1	ENST00000449866.2_5	chr12	105345537	105345624	AC090051.1	+	miRNA	chr12	105322021	105352522	SLC41A2	-	protein_coding	87	opposite	2866_ID	chr12	105345538	105345624	87	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9579	ENST00000583598.1_1	ENST00000543475.1_1	chr17	17681094	17682408	AC122129.2	+	lncRNA	chr17	17679999	17682843	SMCR5	-	lncRNA	1314	opposite	3982_ID	chr17	17681095	17682408	1314	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	1
9597	ENST00000583685.1	ENST00000671401.1_3	chr4	153410478	153410568	MIR3140	-	miRNA	chr4	153370273	153434940	AC023424.2	+	lncRNA	90	opposite	8265_ID	chr4	153410479	153410568	90	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9637	ENST00000583940.5_5	ENST00000581474.1_1	chr17	27894197	27898720	TP53I13	+	protein_coding	chr17	27887564	28034108	ABHD15-AS1	+	lncRNA	7106	same	12761_ID	chr17	27894198	27898720	4523	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9664	ENST00000584068.3_3	ENST00000544708.1	chr1	148201876	148202521	PPIAL4H	-	protein_coding	chr1	148201751	148202536	PPIAL4D	-	protein_coding	645	same	9612_ID	chr1	148201877	148202521	645	*	-	Exon	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	1	1
9666	ENST00000584075.1_1	ENST00000581657.1_3	chr17	75260261	75260858	AC068594.1	-	lncRNA	chr17	75253818	75270408	SEPTIN9-DT	-	lncRNA	597	same	2424_ID	chr17	75260262	75260858	597	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9667	ENST00000584082.1	ENST00000566841.1_1	chr15	83736086	83736167	MIR4515	+	miRNA	chr15	83594635	83772195	AC022558.2	+	lncRNA	81	same	8593_ID	chr15	83736087	83736167	81	*	+	Intron	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9718	ENST00000584349.1	ENST00000662748.1_3	chr8	143257699	143257779	MIR4472-1	+	miRNA	chr8	143192774	143266888	AC103758.1	-	lncRNA	80	opposite	8562_ID	chr8	143257700	143257779	80	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9740	ENST00000584480.1	ENST00000664475.1_3	chr8	101394990	101395073	MIR4471	+	miRNA	chr8	101392713	101476841	AP003472.1	-	lncRNA	83	opposite	8561_ID	chr8	101394991	101395073	83	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9743	ENST00000584493.1	ENST00000438915.1_1	chr3	13759416	13759507	AC093611.2	-	miRNA	chr3	13692195	13788126	LINC00620	+	lncRNA	91	opposite	3227_ID	chr3	13759417	13759507	91	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9754	ENST00000584548.1	ENST00000422966.1_1	chr10	50193556	50193632	MIR4294	-	miRNA	chr10	50192608	50226942	AC060234.1	+	lncRNA	76	opposite	8490_ID	chr10	50193557	50193632	76	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9756	ENST00000584555.1	ENST00000514270.1_3	chr5	68774819	68775092	RN7SL616P	-	misc_RNA	chr5	68773298	68798293	AC145146.1	-	lncRNA	273	same	10309_ID	chr5	68774820	68775092	273	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9762	ENST00000584598.1	ENST00000423391.3_3	chr5	56777646	56777730	AC025470.1	-	miRNA	chr5	56775844	56778638	ACTBL2	-	protein_coding	84	same	2093_ID	chr5	56777647	56777730	84	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	1
9770	ENST00000584683.1_1	ENST00000360954.3_2	chr17	14230651	14232791	AC005224.2	+	lncRNA	chr17	14204397	14252721	HS3ST3B1	+	protein_coding	2140	same	253_ID	chr17	14230652	14232791	2140	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9809	ENST00000584896.1_1	ENST00000434239.4_5	chr18	5159330	5171025	AP005380.1	+	lncRNA	chr18	5142909	5197256	AKAIN1	-	protein_coding	11695	opposite	6300_ID	chr18	5159331	5171025	11695	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9823	ENST00000584986.1_3	ENST00000581474.1_1	chr17	27918720	27919259	AC104564.4	-	lncRNA	chr17	27887564	28034108	ABHD15-AS1	+	lncRNA	539	opposite	3558_ID	chr17	27918721	27919259	539	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9890	ENST00000585304.1	ENST00000552778.2_1	chr12	89986603	89986704	AC068641.1	+	miRNA	chr12	89954905	89988655	AC025034.1	+	lncRNA	101	same	2429_ID	chr12	89986604	89986704	101	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9936	ENST00000586411.1_3	ENST00000586348.1_1	chr17	43627146	43636104	AC091132.5	-	lncRNA	chr17	43623265	43640596	AC091132.4	+	lncRNA	8958	opposite	2979_ID	chr17	43627147	43636104	8958	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9941	ENST00000586474.1_3	ENST00000526991.3_2	chr18	11851412	11852750	CHMP1B-AS1	-	lncRNA	chr18	11851411	11854443	CHMP1B	+	protein_coding	1338	opposite	6642_ID	chr18	11851413	11852750	1338	*	-	Exon	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	1	1
9945	ENST00000586694.1_1	ENST00000250916.6_4	chr19	1860248	1862018	AC012615.4	+	lncRNA	chr19	1852397	1863578	KLF16	-	protein_coding	1770	opposite	1415_ID	chr19	1860249	1862018	1770	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
9963	ENST00000587312.1_1	ENST00000498907.3_3	chr19	33792184	33792846	AC008738.5	+	lncRNA	chr19	33790839	33793440	CEBPA	-	protein_coding	662	opposite	793_ID	chr19	33792185	33792846	662	*	+	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1	1
9971	ENST00000587475.1_1	ENST00000398117.1_4	chr18	60818346	60818553	AC022726.1	-	lncRNA	chr18	60790578	60987361	BCL2	-	protein_coding	207	same	1901_ID	chr18	60818347	60818553	207	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
10001	ENST00000588369.1_1	ENST00000590332.1_2	chr19	37582242	37583466	AC010632.2	+	lncRNA	chr19	37498758	37618344	ZNF420	+	protein_coding	1224	same	1118_ID	chr19	37582243	37583466	1224	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
10055	ENST00000590376.1_3	ENST00000590332.1_2	chr19	37566014	37569507	AC010632.1	-	lncRNA	chr19	37498758	37618344	ZNF420	+	protein_coding	3493	opposite	1117_ID	chr19	37566015	37569507	3493	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
10071	ENST00000591029.1_1	ENST00000587114.1_3	chr18	11454476	11465995	LINC01928	+	lncRNA	chr18	11447754	11489368	AP001109.1	-	lncRNA	11519	opposite	7702_ID	chr18	11454477	11465995	11519	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
10122	ENST00000592720.1_1	ENST00000565797.2_1	chr19	1875014	1875991	AC012615.5	+	lncRNA	chr19	1874869	1876168	AC012615.1	-	lncRNA	977	opposite	1416_ID	chr19	1875015	1875991	977	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	1	1
10139	ENST00000593140.1_3	ENST00000592773.2_1	chr19	31156180	31159554	AC011478.1	-	lncRNA	chr19	31040252	31204445	ZNF536	+	protein_coding	54428	opposite	1245_ID	chr19	31156181	31159554	3374	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
10176	ENST00000594473.1_3	ENST00000599802.1_1	chr19	58315208	58324772	ZNF552	-	protein_coding	chr19	58281037	58331307	ZNF586	+	protein_coding	11073	opposite	13054_ID	chr19	58315209	58324772	9564	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
10251	ENST00000596816.1_3	ENST00000601040.1_1	chr19	16750777	16751479	AC024075.1	-	lncRNA	chr19	16741562	16754753	AC024075.3	+	lncRNA	702	opposite	1995_ID	chr19	16750778	16751479	702	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1
