	ENST_Nested	ENST_Host	geneChr_Nested	geneStart_Nested	geneEnd_Nested	SYMBOL_Nested	Strand_Nested	biotype_Nested	geneChr_Host	geneStart_Host	geneEnd_Host	SYMBOL_Host	Strand_Host	biotype_Host	Overlap_size	Strandness	pairid	seqnames	start	end	width	strand	V5	annotation	genic	Intergenic	Promoter	fiveUTR	threeUTR	Exon	Intron	downstream	distal_intergenic	exon_intron_number	exon_intron_total_number
5819	ENSMUST00000188014.1	ENSMUST00000032376.5	chr6	112285592	112288836	5031434C07Rik	-	antisense	chr6	112273757	112330425	Lmcd1	+	protein_coding	3245	opposite	330_ID	chr6	112285593	112288836	3244	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
5829	ENSMUST00000188175.1	ENSMUST00000188169.6	chr1	132191456	132209546	Gm29695	+	protein_coding	chr1	132191430	132259227	Lemd1	+	protein_coding	18090	same	4285_ID	chr1	132191457	132209546	18090	*	+	Exon	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	1	5
5844	ENSMUST00000188429.1	ENSMUST00000141809.7	chr2	158359796	158359928	Gm23925	-	lincRNA	chr2	158355306	158361510	Snhg17	-	processed_transcript	133	same	2634_ID	chr2	158359797	158359928	132	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
5846	ENSMUST00000188544.1	ENSMUST00000189527.1	chr1	52570013	52580291	Gm28178	-	lincRNA	chr1	52522901	52582679	Gm553	+	lincRNA	10278	opposite	4141_ID	chr1	52570014	52580291	10278	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	4	5
5887	ENSMUST00000189748.1	ENSMUST00000080333.7	chr5	98553628	98566926	1700010H22Rik	-	lincRNA	chr5	98329303	98802019	Cfap299	+	protein_coding	13376	opposite	23_ID	chr5	98553629	98566926	13298	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
5905	ENSMUST00000190242.1	ENSMUST00000188743.1	chr1	105564125	105564578	Gm28404	-	sense_intronic	chr1	105382259	105569139	Gm28403	-	sense_overlapping	453	same	4163_ID	chr1	105564126	105564578	453	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
5911	ENSMUST00000190332.1	ENSMUST00000189588.6	chr9	103557089	103565891	4932413F04Rik	+	antisense	chr9	103483777	103761837	Tmem108	-	protein_coding	8802	opposite	295_ID	chr9	103557090	103565891	8802	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
5918	ENSMUST00000190526.1	ENSMUST00000221650.1	chr12	71383153	71384208	1700083H02Rik	-	lincRNA	chr12	71355440	71498711	Gm40438	+	lincRNA	1055	opposite	79_ID	chr12	71383154	71384208	1055	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
5928	ENSMUST00000190971.1	ENSMUST00000186287.2	chr1	93635192	93636509	Gm28536	+	antisense	chr1	93627653	93658659	Stk25	-	protein_coding	1317	opposite	4178_ID	chr1	93635193	93636509	1317	*	+	Exon	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	3	5
5930	ENSMUST00000191031.1	ENSMUST00000187129.1	chrY	6224821	6227191	Gm28430	-	lincRNA	chrY	6220974	6246362	Gm29193	+	lincRNA	2370	opposite	4167_ID	chrY	6224822	6227191	2370	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
5957	ENSMUST00000191751.1	ENSMUST00000026896.9	chr7	73948422	73958042	Gm38143	+	processed_transcript	chr7	73939118	74013674	St8sia2	-	protein_coding	9620	opposite	4524_ID	chr7	73948423	73958042	9620	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
5958	ENSMUST00000191809.1	ENSMUST00000180044.7	chr1	189343430	189344897	A430027H14Rik	+	antisense	chr1	189207936	189402273	Kcnk2	-	protein_coding	1467	opposite	393_ID	chr1	189343431	189344897	1467	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
5959	ENSMUST00000191825.1	ENSMUST00000160871.7	chr1	6209865	6215293	4732440D04Rik	-	antisense	chr1	6206226	6238384	Rb1cc1	+	protein_coding	5428	opposite	166_ID	chr1	6209866	6215293	5428	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
5992	ENSMUST00000192879.1	ENSMUST00000078259.7	chr1	191077824	191078680	Gm38188	-	antisense	chr1	191063030	191086474	Nsl1	+	protein_coding	856	opposite	4529_ID	chr1	191077825	191078680	856	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	5
6041	ENSMUST00000194444.1	ENSMUST00000180044.7	chr1	189210360	189211013	2900042K21Rik	-	sense_overlapping	chr1	189207936	189402273	Kcnk2	-	protein_coding	653	same	148_ID	chr1	189210361	189211013	653	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
6061	ENSMUST00000195309.1	ENSMUST00000194361.5	chr1	38884753	38888072	Gm37707	+	antisense	chr1	38863876	38898161	Chst10	-	protein_coding	3319	opposite	4495_ID	chr1	38884754	38888072	3319	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
6152	ENSMUST00000196594.1	ENSMUST00000097474.8	chr1	165694764	165694907	Gm44458	+	miRNA	chr1	165646515	165708086	Rcsd1	-	protein_coding	143	opposite	4874_ID	chr1	165694765	165694907	143	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
6171	ENSMUST00000196789.1	ENSMUST00000198859.1	chr5	86767140	86783033	Gm43057	-	lincRNA	chr5	86728905	86817106	Gm43055	+	lincRNA	15893	opposite	4673_ID	chr5	86767141	86783033	15893	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	5
6189	ENSMUST00000196993.1	ENSMUST00000190123.1	chr5	87908778	87914171	BC037156	+	lincRNA	chr5	87908578	87979351	1700066N21Rik	-	antisense	5393	opposite	560_ID	chr5	87908779	87914171	5393	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	5
6201	ENSMUST00000197105.1	ENSMUST00000080333.7	chr5	98475555	98475664	Mir703	-	miRNA	chr5	98329303	98802019	Cfap299	+	protein_coding	109	opposite	6570_ID	chr5	98475556	98475664	109	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
6235	ENSMUST00000197528.1	ENSMUST00000172298.7	chr9	64726623	64726730	Gm47308	-	miRNA	chr9	64715298	64737758	Rab11a	-	protein_coding	107	same	5103_ID	chr9	64726624	64726730	107	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3	5
6240	ENSMUST00000197636.1	ENSMUST00000002310.7	chr5	87839888	87843418	Gm42794	-	antisense	chr5	87825685	87846387	Prr27	+	protein_coding	3530	opposite	4644_ID	chr5	87839889	87843418	3530	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	5
6249	ENSMUST00000197755.1	ENSMUST00000162961.7	chr12	87437678	87437757	Mir3068	-	miRNA	chr12	87426168	87443839	Alkbh1	-	protein_coding	79	same	6021_ID	chr12	87437679	87437757	79	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
6253	ENSMUST00000197762.1	ENSMUST00000111038.7	chr5	137510252	137517501	Gm8066	+	lincRNA	chr5	137483019	137533242	Epo	-	protein_coding	7249	opposite	5497_ID	chr5	137510253	137517501	7249	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
6274	ENSMUST00000197965.1	ENSMUST00000111038.7	chr5	137502672	137503628	9130604C24Rik	+	lincRNA	chr5	137483019	137533242	Epo	-	protein_coding	956	opposite	360_ID	chr5	137502673	137503628	956	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
6305	ENSMUST00000198213.1	ENSMUST00000123170.7	chr2	32712899	32712972	Mir3960	-	miRNA	chr2	32707848	32713076	Cdk9	-	protein_coding	73	same	6148_ID	chr2	32712900	32712972	73	*	-	Exon	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	1	5
6311	ENSMUST00000198245.1	ENSMUST00000197811.1	chr3	92113191	92119317	Gm43735	+	antisense	chr3	92102577	92142736	4930511M18Rik	-	sense_overlapping	6126	opposite	4762_ID	chr3	92113192	92119317	6126	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
6324	ENSMUST00000198377.1	ENSMUST00000169782.2	chr8	11635693	11635736	Mir7238	-	miRNA	chr8	11611582	11635757	Ankrd10	-	protein_coding	43	same	6686_ID	chr8	11635694	11635736	43	*	-	Exon	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	1	5
6329	ENSMUST00000198417.1	ENSMUST00000196969.4	chr5	122408489	122411074	Gm42829	+	sense_intronic	chr5	122396866	122414184	Arpc3	+	protein_coding	2585	same	4650_ID	chr5	122408490	122411074	2585	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
6380	ENSMUST00000198885.1	ENSMUST00000091227.8	chr3	36203288	36205623	Gm43255	+	antisense	chr3	36179425	36222313	Qrfpr	-	protein_coding	2335	opposite	4703_ID	chr3	36203289	36205623	2335	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
6404	ENSMUST00000199099.1	ENSMUST00000196486.1	chr5	124035200	124052352	Gm43661	-	lincRNA	chr5	124032360	124076299	Gm34086	+	lincRNA	17152	opposite	4750_ID	chr5	124035201	124052352	17152	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	5
6436	ENSMUST00000199455.1	ENSMUST00000046614.9	chr3	152106438	152107383	Gm31881	+	antisense	chr3	152093838	152166230	Gipc2	-	protein_coding	945	opposite	4335_ID	chr3	152106439	152107383	945	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	5
6454	ENSMUST00000199560.1	ENSMUST00000234041.1	chr17	91862601	91862736	Gm44345	+	miRNA	chr17	91811991	91872139	Gm41654	-	lincRNA	135	opposite	4838_ID	chr17	91862602	91862736	135	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
6470	ENSMUST00000199733.1	ENSMUST00000200176.1	chr3	143770538	143772448	Gm42706	+	lincRNA	chr3	143743376	143827012	Gm42705	+	lincRNA	1910	same	4628_ID	chr3	143770539	143772448	1910	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
6475	ENSMUST00000199821.1	ENSMUST00000003705.11	chr2	112614029	112614169	Gm44374	+	miRNA	chr2	112492963	112634573	Aven	+	protein_coding	140	same	4858_ID	chr2	112614030	112614169	140	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
6508	ENSMUST00000200090.1	ENSMUST00000041317.2	chrX	142962602	142962697	Gm44351	-	miRNA	chrX	142851145	142966728	Ammecr1	-	protein_coding	95	same	4843_ID	chrX	142962603	142962697	95	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
6513	ENSMUST00000200118.1	ENSMUST00000031391.8	chr5	123366998	123368919	5830487J09Rik	+	processed_transcript	chr5	123344447	123374992	Bcl7a	+	protein_coding	2448	same	341_ID	chr5	123366999	123368919	1921	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	5
6515	ENSMUST00000200133.1	ENSMUST00000197016.4	chr5	45192668	45251929	Gm43303	-	lincRNA	chr5	45009170	45424402	D5Ertd615e	-	lincRNA	59261	same	4711_ID	chr5	45192669	45251929	59261	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	5
6561	ENSMUST00000200879.1	ENSMUST00000202133.3	chr5	149128583	149129957	Gm42787	+	lincRNA	chr5	149048792	149184489	Hmgb1	-	protein_coding	1374	opposite	4639_ID	chr5	149128584	149129957	1374	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
6565	ENSMUST00000200934.1	ENSMUST00000071130.4	chr5	149282751	149287868	Gm19719	-	antisense	chr5	149264766	149288153	Alox5ap	+	protein_coding	5117	opposite	1715_ID	chr5	149282752	149287868	5117	*	-	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	4	5
6582	ENSMUST00000201604.1	ENSMUST00000202133.3	chr5	149144262	149153540	Gm42788	+	lincRNA	chr5	149048792	149184489	Hmgb1	-	protein_coding	9278	opposite	4641_ID	chr5	149144263	149153540	9278	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
6596	ENSMUST00000202511.1	ENSMUST00000202133.3	chr5	149183182	149184226	Gm43332	+	lincRNA	chr5	149048792	149184489	Hmgb1	-	protein_coding	1044	opposite	4716_ID	chr5	149183183	149184226	1044	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
6598	ENSMUST00000202597.1	ENSMUST00000202365.1	chr5	151252304	151259264	5430435K18Rik	+	lincRNA	chr5	151063545	151428163	Gm42906	-	protein_coding	6960	opposite	336_ID	chr5	151252305	151259264	6960	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
6610	ENSMUST00000203069.1	ENSMUST00000113935.8	chr6	83122519	83124397	Gm44287	+	antisense	chr6	83121764	83125431	Ino80b	-	protein_coding	1878	opposite	4814_ID	chr6	83122520	83124397	1878	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	5
6625	ENSMUST00000203645.1	ENSMUST00000095944.9	chr6	48045547	48045955	Gm45738	-	sense_intronic	chr6	48024204	48048911	Zfp777	-	protein_coding	408	same	5008_ID	chr6	48045548	48045955	408	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
6663	ENSMUST00000205038.1	ENSMUST00000032257.9	chr6	129047276	129049835	Gm44000	-	antisense	chr6	129045900	129057464	Klrb1f	+	protein_coding	2559	opposite	4781_ID	chr6	129047277	129049835	2559	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
6695	ENSMUST00000206423.1	ENSMUST00000164056.8	chr7	80088981	80090431	Gm44949	-	antisense	chr7	80024813	80094173	Zfp710	+	protein_coding	1450	opposite	4936_ID	chr7	80088982	80090431	1450	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	5	5
6717	ENSMUST00000207352.1	ENSMUST00000208946.1	chr8	8066665	8093355	Gm31401	+	lincRNA	chr8	8044576	8484721	Gm31135	-	lincRNA	26690	opposite	4323_ID	chr8	8066666	8093355	26690	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
6725	ENSMUST00000207517.1	ENSMUST00000208946.1	chr8	8334080	8336213	Gm45076	-	lincRNA	chr8	8044576	8484721	Gm31135	-	lincRNA	2133	same	4944_ID	chr8	8334081	8336213	2133	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
6738	ENSMUST00000207967.1	ENSMUST00000208946.1	chr8	8377089	8391702	Gm31343	+	lincRNA	chr8	8044576	8484721	Gm31135	-	lincRNA	14613	opposite	4321_ID	chr8	8377090	8391702	14613	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
6749	ENSMUST00000208485.1	ENSMUST00000208946.1	chr8	8335076	8342428	A630009H07Rik	+	lincRNA	chr8	8044576	8484721	Gm31135	-	lincRNA	7352	opposite	403_ID	chr8	8335077	8342428	7352	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
6774	ENSMUST00000209414.1	ENSMUST00000131138.8	chr8	26151887	26155479	Gm45250	-	lincRNA	chr8	26119533	26160819	Gm45692	+	protein_coding	3592	opposite	4951_ID	chr8	26151888	26155479	3592	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
6776	ENSMUST00000209514.1	ENSMUST00000210850.1	chr8	50201612	50517680	Gm45455	-	lincRNA	chr8	50117744	50517889	Gm45341	-	lincRNA	316068	same	4973_ID	chr8	50201613	50517680	316068	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	5
6792	ENSMUST00000210011.1	ENSMUST00000210850.1	chr8	50368111	50416088	Gm2516	+	lincRNA	chr8	50117744	50517889	Gm45341	-	lincRNA	47977	opposite	3157_ID	chr8	50368112	50416088	47977	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	5
6803	ENSMUST00000210417.1	ENSMUST00000069449.6	chr7	114086897	114088357	Gm45615	+	antisense	chr7	114046781	114117781	Rras2	-	protein_coding	1460	opposite	4994_ID	chr7	114086898	114088357	1460	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
6823	ENSMUST00000211028.1	ENSMUST00000054212.6	chr8	27159827	27170691	Gm45267	+	antisense	chr8	27138772	27174646	Rab11fip1	-	protein_coding	10864	opposite	4953_ID	chr8	27159828	27170691	10864	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
6862	ENSMUST00000212054.1	ENSMUST00000132778.7	chr4	119205054	119218217	Tmem269	-	protein_coding	chr4	119203569	119232708	AU022252	-	protein_coding	13163	same	7448_ID	chr4	119205055	119218217	13163	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	5	5
6867	ENSMUST00000212132.1	ENSMUST00000211972.1	chr8	83576043	83585919	D830024N08Rik	+	antisense	chr8	83573098	83607971	Tecr	-	protein_coding	9876	opposite	690_ID	chr8	83576044	83585919	9876	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
6869	ENSMUST00000212199.1	ENSMUST00000212424.1	chr8	95126665	95134867	Gm45812	+	antisense	chr8	95110248	95182791	Kifc3	-	protein_coding	8202	opposite	5017_ID	chr8	95126666	95134867	8202	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	5
6880	ENSMUST00000212627.1	ENSMUST00000093245.12	chr8	104217201	104218299	Gm45892	-	antisense	chr8	104170512	104219122	Bean1	+	protein_coding	1098	opposite	5027_ID	chr8	104217202	104218299	1098	*	-	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	5	5
6884	ENSMUST00000212714.1	ENSMUST00000211972.1	chr8	83584086	83585525	Gm45823	-	sense_intronic	chr8	83573098	83607971	Tecr	-	protein_coding	1439	same	5019_ID	chr8	83584087	83585525	1439	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
6895	ENSMUST00000212914.1	ENSMUST00000212639.1	chr8	126839232	126851473	A630001O12Rik	+	lincRNA	chr8	126814489	126908215	Gm31718	-	lincRNA	12241	opposite	402_ID	chr8	126839233	126851473	12241	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	5
6899	ENSMUST00000213052.1	ENSMUST00000034467.6	chr8	124897893	124900130	Gm45709	-	antisense	chr8	124897885	124906161	Sprtn	+	protein_coding	2237	opposite	5002_ID	chr8	124897894	124900130	2237	*	-	Exon	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	1	5
6912	ENSMUST00000213573.1	ENSMUST00000214626.1	chr9	122847018	122848418	Gm47140	-	sense_intronic	chr9	122844528	122862344	Zfp445	-	protein_coding	1400	same	5061_ID	chr9	122847019	122848418	1400	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
6916	ENSMUST00000213884.1	ENSMUST00000034590.3	chr9	45930226	45933738	Gm48529	+	antisense	chr9	45929618	45936058	Tagln	-	protein_coding	3627	opposite	5246_ID	chr9	45930227	45933738	3512	*	+	Exon	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	2	5
6924	ENSMUST00000214196.1	ENSMUST00000189588.6	chr9	103521786	103545977	Gm32743	+	antisense	chr9	103483777	103761837	Tmem108	-	protein_coding	24191	opposite	4354_ID	chr9	103521787	103545977	24191	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
6930	ENSMUST00000214412.1	ENSMUST00000216452.1	chr9	122295910	122304879	Gm47126	+	bidirectional_promoter_lncRNA	chr9	122295868	122308762	Gm26797	-	lincRNA	8969	opposite	5059_ID	chr9	122295911	122304879	8969	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	4	5
6939	ENSMUST00000214646.1	ENSMUST00000214327.1	chr9	51914428	51927003	4933407I05Rik	+	lincRNA	chr9	51913476	51931661	Gm6980	-	lincRNA	12577	opposite	307_ID	chr9	51914429	51927003	12575	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	5
6953	ENSMUST00000215429.1	ENSMUST00000215162.1	chr10	18796805	18831930	4930444F02Rik	-	lincRNA	chr10	18743468	18837979	Gm32926	+	antisense	35125	opposite	204_ID	chr10	18796806	18831930	35125	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	4	5
6957	ENSMUST00000215633.1	ENSMUST00000213692.1	chr10	21182694	21188620	Gm33619	+	lincRNA	chr10	21177626	21189182	Gm40608	-	lincRNA	5926	opposite	4374_ID	chr10	21182695	21188620	5926	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	5
6961	ENSMUST00000215885.1	ENSMUST00000216860.1	chr9	41805411	41838418	Gm35940	+	processed_transcript	chr9	41803320	41876268	AC160966.1	-	processed_transcript	33007	opposite	4420_ID	chr9	41805412	41838418	33007	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
6967	ENSMUST00000216654.1	ENSMUST00000215162.1	chr10	18779724	18786793	Gm4922	-	protein_coding	chr10	18743468	18837979	Gm32926	+	antisense	7069	opposite	5314_ID	chr10	18779725	18786793	7069	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	5
6977	ENSMUST00000217236.1	ENSMUST00000213916.1	chr9	50556818	50561325	Tex12	-	protein_coding	chr9	50554826	50581840	Il18	+	protein_coding	4507	opposite	7417_ID	chr9	50556819	50561325	4507	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
6994	ENSMUST00000217707.1	ENSMUST00000219328.1	chr10	10100419	10110099	Gm48281	-	lincRNA	chr10	9976689	10207981	Gm28905	+	lincRNA	9680	opposite	5226_ID	chr10	10100420	10110099	9680	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
6999	ENSMUST00000217800.1	ENSMUST00000219393.1	chr4	156254500	156255352	Gm47252	+	antisense	chr4	156250379	156255657	Samd11	-	protein_coding	852	opposite	5069_ID	chr4	156254501	156255352	852	*	+	Exon	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	2	5
7004	ENSMUST00000217919.1	ENSMUST00000220233.1	chr10	97714771	97753702	4930525C09Rik	+	lincRNA	chr10	97681413	97967090	Gm10754	-	lincRNA	38931	opposite	250_ID	chr10	97714772	97753702	38931	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	4	5
7042	ENSMUST00000219020.1	ENSMUST00000219328.1	chr10	10083942	10092295	Gm48278	+	lincRNA	chr10	9976689	10207981	Gm28905	+	lincRNA	8353	same	5224_ID	chr10	10083943	10092295	8353	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
7045	ENSMUST00000219242.1	ENSMUST00000219328.1	chr10	10122485	10126891	Gm48279	+	lincRNA	chr10	9976689	10207981	Gm28905	+	lincRNA	4406	same	5225_ID	chr10	10122486	10126891	4406	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
7064	ENSMUST00000220158.1	ENSMUST00000218830.1	chr10	56436353	56437603	4930452L12Rik	-	lincRNA	chr10	56431980	56475967	Gm36595	+	lincRNA	1250	opposite	211_ID	chr10	56436354	56437603	1250	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
7076	ENSMUST00000220475.1	ENSMUST00000222537.1	chr12	16229749	16232227	Gm48605	-	lincRNA	chr12	16207732	16286119	Gm48606	+	lincRNA	2478	opposite	5254_ID	chr12	16229750	16232227	2478	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
7085	ENSMUST00000220905.1	ENSMUST00000223092.1	chr12	35546030	35548132	Gm48237	+	lincRNA	chr12	35534420	35590446	Gm48236	+	lincRNA	2102	same	5220_ID	chr12	35546031	35548132	2102	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	5
7099	ENSMUST00000221433.1	ENSMUST00000021796.8	chr13	42302297	42304991	Gm47118	-	antisense	chr13	42301475	42307990	Edn1	+	protein_coding	2694	opposite	5055_ID	chr13	42302298	42304991	2694	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	5
7155	ENSMUST00000223298.1	ENSMUST00000221929.1	chr12	99821677	99850951	Gm47207	+	antisense	chr12	99693044	99883423	Efcab11	-	protein_coding	29274	opposite	5065_ID	chr12	99821678	99850951	29274	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	5
