"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"Transcript_length"
"chr5"	112374368	112377639	"ENSMUST00000176660.1"	"Gm20636"	"-"	"antisense"	3271
"chr10"	120389522	120392793	"ENSMUST00000161291.1"	"9230105E05Rik"	"+"	"antisense"	3271
"chr18"	80323334	80326605	"ENSMUST00000181877.2"	"Gm26676"	"+"	"antisense"	3271
"chr7"	100537099	100540369	"ENSMUST00000054310.3"	"Coa4"	"+"	"protein_coding"	3270
"chr8"	84001501	84004770	"ENSMUST00000060357.14"	"1700067K01Rik"	"+"	"protein_coding"	3269
"chr8"	122619470	122622739	"ENSMUST00000093059.2"	"Pabpn1l"	"-"	"protein_coding"	3269
"chrX"	136168983	136172251	"ENSMUST00000163584.7"	"Tceal8"	"-"	"protein_coding"	3268
"chr13"	98994150	98997418	"ENSMUST00000224873.1"	"Gm35279"	"+"	"lincRNA"	3268
"chr2"	178411205	178414472	"ENSMUST00000058678.4"	"Ppp1r3d"	"-"	"protein_coding"	3267
"chr9"	110419746	110423012	"ENSMUST00000035061.8"	"Ngp"	"+"	"protein_coding"	3266
"chr4"	133964737	133968001	"ENSMUST00000102553.10"	"Hmgn2"	"-"	"protein_coding"	3264
"chr6"	41302268	41305532	"ENSMUST00000031913.4"	"Try4"	"+"	"protein_coding"	3264
"chrY"	6724210	6727474	"ENSMUST00000190777.1"	"Gm28444"	"-"	"lincRNA"	3264
"chr12"	116401946	116405210	"ENSMUST00000220477.1"	"D430020J02Rik"	"-"	"bidirectional_promoter_lncRNA"	3264
"chr2"	25777016	25780279	"ENSMUST00000091278.5"	"Lcn11"	"+"	"protein_coding"	3263
"chr7"	30552177	30555440	"ENSMUST00000126989.7"	"Hspb6"	"+"	"protein_coding"	3263
"chr4"	136889803	136893065	"ENSMUST00000046332.5"	"C1qc"	"-"	"protein_coding"	3262
"chr7"	128001898	128005160	"ENSMUST00000206216.1"	"Gm15533"	"-"	"antisense"	3262
"chr7"	6007749	6011010	"ENSMUST00000086338.1"	"Vmn1r65"	"-"	"protein_coding"	3261
"chr7"	19276804	19280064	"ENSMUST00000032560.5"	"Ppm1n"	"-"	"protein_coding"	3260
"chr6"	124715572	124718831	"ENSMUST00000143765.1"	"Gm15884"	"-"	"antisense"	3259
"chr3"	90608522	90611780	"ENSMUST00000107329.7"	"S100a5"	"+"	"protein_coding"	3258
"chr8"	104628069	104631327	"ENSMUST00000034351.7"	"Rrad"	"-"	"protein_coding"	3258
"chr9"	98955287	98958543	"ENSMUST00000051312.4"	"Foxl2"	"+"	"protein_coding"	3256
"chr9"	38108127	38111381	"ENSMUST00000211851.2"	"Olfr888"	"+"	"protein_coding"	3254
"chr2"	118304913	118308166	"ENSMUST00000125654.1"	"1700054M17Rik"	"+"	"antisense"	3253
"chrY"	79257492	79260745	"ENSMUST00000186112.1"	"Gm28422"	"+"	"lincRNA"	3253
"chr3"	89995445	89998697	"ENSMUST00000079724.8"	"Hax1"	"-"	"protein_coding"	3252
"chr6"	90596696	90599948	"ENSMUST00000161447.2"	"Gm15756"	"-"	"antisense"	3252
"chr10"	42861429	42864681	"ENSMUST00000216467.1"	"Gm34006"	"-"	"antisense"	3252
"chr13"	93625381	93628633	"ENSMUST00000143025.1"	"Gm15622"	"+"	"antisense"	3252
"chr14"	49960022	49963274	"ENSMUST00000213390.1"	"Olfr724"	"-"	"protein_coding"	3252
"chr1"	121224275	121227526	"ENSMUST00000191007.1"	"Gm29359"	"+"	"lincRNA"	3251
"chr1"	160074734	160077985	"ENSMUST00000164249.2"	"4930562F07Rik"	"-"	"lincRNA"	3251
"chr4"	143991118	143994369	"ENSMUST00000105762.1"	"Pramef17"	"-"	"protein_coding"	3251
"chrY"	6198426	6201677	"ENSMUST00000190102.1"	"Gm29198"	"-"	"lincRNA"	3251
"chr13"	31797538	31800789	"ENSMUST00000154678.2"	"Gm11379"	"+"	"antisense"	3251
"chr5"	128600843	128604093	"ENSMUST00000117102.3"	"Fzd10"	"+"	"protein_coding"	3250
"chr15"	83173195	83176445	"ENSMUST00000229317.1"	"7530414M10Rik"	"-"	"lincRNA"	3250
"chr8"	19247579	19250828	"ENSMUST00000110763.1"	"Defb5"	"+"	"protein_coding"	3249
"chr9"	21592721	21595970	"ENSMUST00000062125.10"	"Timm29"	"+"	"protein_coding"	3249
"chr15"	98377698	98380946	"ENSMUST00000215830.1"	"Olfr283"	"-"	"protein_coding"	3248
"chrX"	13042050	13045297	"ENSMUST00000130099.1"	"5730405O15Rik"	"+"	"processed_transcript"	3247
"chrX"	36195903	36199150	"ENSMUST00000115258.8"	"Zcchc12"	"+"	"protein_coding"	3247
"chr1"	136116576	136119822	"ENSMUST00000194155.1"	"Gm37759"	"-"	"antisense"	3246
"chr14"	18267822	18271067	"ENSMUST00000080281.13"	"Rpl15"	"-"	"protein_coding"	3245
"chr6"	112285592	112288836	"ENSMUST00000188014.1"	"5031434C07Rik"	"-"	"antisense"	3244
"chr7"	5218492	5221736	"ENSMUST00000227798.1"	"Vmn1r57"	"+"	"protein_coding"	3244
"chr18"	77729495	77732739	"ENSMUST00000180530.2"	"A330094K24Rik"	"-"	"lincRNA"	3244
"chr5"	33430733	33433976	"ENSMUST00000173348.1"	"Nkx1-1"	"-"	"protein_coding"	3243
"chr6"	115805504	115808747	"ENSMUST00000081840.5"	"Rpl32"	"-"	"protein_coding"	3243
"chrY"	55151574	55154817	"ENSMUST00000189344.6"	"Gm29301"	"+"	"lincRNA"	3243
"chrY"	57125045	57128288	"ENSMUST00000186771.1"	"Gm28964"	"+"	"lincRNA"	3243
"chrY"	56438869	56442111	"ENSMUST00000185862.1"	"Gm29220"	"+"	"lincRNA"	3242
"chrY"	57643571	57646813	"ENSMUST00000188951.1"	"Gm28966"	"+"	"lincRNA"	3242
"chr2"	143078472	143081713	"ENSMUST00000028902.2"	"Otor"	"+"	"protein_coding"	3241
"chrY"	34670133	34673374	"ENSMUST00000190140.6"	"Gm29081"	"-"	"lincRNA"	3241
"chrY"	35190745	35193986	"ENSMUST00000191185.6"	"Gm29386"	"-"	"lincRNA"	3241
"chrY"	54604371	54607612	"ENSMUST00000189215.6"	"Gm29303"	"+"	"lincRNA"	3241
"chrY"	85999758	86002999	"ENSMUST00000189607.1"	"Gm28220"	"+"	"lincRNA"	3241
"chr18"	40539785	40543026	"ENSMUST00000237191.1"	"C030017B01Rik"	"+"	"lincRNA"	3241
"chr5"	112206762	112210002	"ENSMUST00000186834.6"	"1700028D13Rik"	"+"	"lincRNA"	3240
"chrY"	49018253	49021493	"ENSMUST00000190994.1"	"Gm28726"	"+"	"lincRNA"	3240
"chrY"	21052481	21055721	"ENSMUST00000191738.5"	"Gm36950"	"-"	"lincRNA"	3240
"chrY"	21572630	21575870	"ENSMUST00000192545.5"	"Gm38370"	"-"	"lincRNA"	3240
"chrY"	22109758	22112998	"ENSMUST00000195759.5"	"Gm32114"	"-"	"lincRNA"	3240
"chrY"	35458445	35461685	"ENSMUST00000187337.6"	"Gm28260"	"-"	"lincRNA"	3240
"chrY"	36495710	36498950	"ENSMUST00000186269.6"	"Gm28338"	"-"	"lincRNA"	3240
"chrY"	48787045	48790285	"ENSMUST00000188541.1"	"Gm29070"	"+"	"lincRNA"	3240
"chrY"	49732438	49735678	"ENSMUST00000185586.1"	"Gm28684"	"+"	"lincRNA"	3240
"chrY"	50028560	50031800	"ENSMUST00000186013.1"	"Gm28679"	"+"	"lincRNA"	3240
"chrY"	50770043	50773283	"ENSMUST00000189963.1"	"Gm29116"	"+"	"lincRNA"	3240
"chrY"	51063066	51066306	"ENSMUST00000186727.6"	"Gm29321"	"+"	"lincRNA"	3240
"chrY"	51495431	51498671	"ENSMUST00000187576.6"	"Gm28316"	"+"	"lincRNA"	3240
"chrY"	51790005	51793245	"ENSMUST00000188701.6"	"Gm28947"	"+"	"lincRNA"	3240
"chrY"	52013769	52017009	"ENSMUST00000188826.6"	"Gm28950"	"+"	"lincRNA"	3240
"chrY"	52717903	52721143	"ENSMUST00000188159.6"	"Gm28735"	"+"	"lincRNA"	3240
"chrY"	53234009	53237249	"ENSMUST00000188311.6"	"Gm28236"	"+"	"lincRNA"	3240
"chrY"	54290513	54293753	"ENSMUST00000186921.6"	"Gm28291"	"+"	"lincRNA"	3240
"chrY"	57347487	57350727	"ENSMUST00000186015.1"	"Gm28965"	"+"	"lincRNA"	3240
"chrY"	59022159	59025399	"ENSMUST00000190424.6"	"Gm28074"	"-"	"lincRNA"	3240
"chrY"	61577302	61580542	"ENSMUST00000187355.6"	"Gm29203"	"+"	"lincRNA"	3240
"chrY"	61808455	61811695	"ENSMUST00000189689.1"	"Gm29342"	"+"	"lincRNA"	3240
"chrY"	62648295	62651535	"ENSMUST00000187258.1"	"Gm29547"	"+"	"lincRNA"	3240
"chrY"	63684342	63687582	"ENSMUST00000185900.1"	"Gm29061"	"+"	"lincRNA"	3240
"chrY"	64116691	64119931	"ENSMUST00000187206.1"	"Gm29628"	"+"	"lincRNA"	3240
"chrY"	64411146	64414386	"ENSMUST00000188697.1"	"Gm29265"	"+"	"lincRNA"	3240
"chrY"	64634928	64638168	"ENSMUST00000188457.1"	"Gm28252"	"+"	"lincRNA"	3240
"chrY"	65315568	65318808	"ENSMUST00000188224.1"	"Gm29457"	"+"	"lincRNA"	3240
"chrY"	65831726	65834966	"ENSMUST00000186847.1"	"Gm28135"	"+"	"lincRNA"	3240
"chrY"	68667604	68670844	"ENSMUST00000186407.1"	"Gm29447"	"-"	"processed_transcript"	3240
"chrY"	69241517	69244757	"ENSMUST00000191193.1"	"Gm28632"	"-"	"lincRNA"	3240
"chrY"	70890697	70893937	"ENSMUST00000190289.1"	"Gm28842"	"+"	"lincRNA"	3240
"chrY"	71407249	71410489	"ENSMUST00000186549.1"	"Gm28668"	"+"	"lincRNA"	3240
"chrY"	71629962	71633202	"ENSMUST00000185300.1"	"Gm28485"	"+"	"lincRNA"	3240
"chrY"	75133733	75136973	"ENSMUST00000190429.1"	"Gm28789"	"+"	"lincRNA"	3240
"chrY"	75653225	75656465	"ENSMUST00000188938.1"	"Gm28606"	"+"	"lincRNA"	3240
"chrY"	76923338	76926578	"ENSMUST00000187866.1"	"Gm29313"	"+"	"lincRNA"	3240
"chrY"	78150851	78154091	"ENSMUST00000186260.1"	"Gm29565"	"+"	"lincRNA"	3240
"chrY"	80071841	80075081	"ENSMUST00000188255.1"	"Gm29190"	"+"	"lincRNA"	3240
"chrY"	82675726	82678966	"ENSMUST00000187730.1"	"Gm28225"	"+"	"lincRNA"	3240
"chrY"	84035191	84038431	"ENSMUST00000190133.1"	"Gm28472"	"+"	"lincRNA"	3240
"chrY"	84677586	84680826	"ENSMUST00000189318.1"	"Gm29338"	"+"	"lincRNA"	3240
"chrY"	88994449	88997689	"ENSMUST00000187002.1"	"Gm29393"	"+"	"lincRNA"	3240
"chr12"	103483441	103486681	"ENSMUST00000221223.1"	"Gm47267"	"+"	"lincRNA"	3240
"chr3"	119743207	119746446	"ENSMUST00000199417.1"	"Gm42664"	"-"	"sense_intronic"	3239
"chrY"	77854093	77857332	"ENSMUST00000187955.1"	"Gm29569"	"+"	"lincRNA"	3239
"chrY"	22920119	22923358	"ENSMUST00000195188.5"	"Gm33954"	"-"	"lincRNA"	3239
"chrY"	23757633	23760872	"ENSMUST00000194805.5"	"Gm37840"	"-"	"lincRNA"	3239
"chrY"	35980961	35984200	"ENSMUST00000186912.6"	"Gm28470"	"-"	"lincRNA"	3239
"chrY"	38067041	38070280	"ENSMUST00000188667.1"	"Gm28545"	"-"	"lincRNA"	3239
"chrY"	38340084	38343323	"ENSMUST00000189399.1"	"Gm28771"	"-"	"lincRNA"	3239
"chrY"	49509047	49512286	"ENSMUST00000189943.6"	"Gm29271"	"+"	"lincRNA"	3239
"chrY"	50544516	50547755	"ENSMUST00000190374.1"	"Gm29117"	"+"	"lincRNA"	3239
"chrY"	51280594	51283833	"ENSMUST00000190347.6"	"Gm28318"	"+"	"lincRNA"	3239
"chrY"	52497005	52500244	"ENSMUST00000188434.6"	"Gm28197"	"+"	"lincRNA"	3239
"chrY"	53527412	53530651	"ENSMUST00000186074.6"	"Gm29248"	"+"	"lincRNA"	3239
"chrY"	56125272	56128511	"ENSMUST00000187419.6"	"Gm28207"	"+"	"lincRNA"	3239
"chrY"	62128750	62131989	"ENSMUST00000189502.6"	"Gm28600"	"+"	"lincRNA"	3239
"chrY"	63164533	63167772	"ENSMUST00000185843.1"	"Gm29421"	"+"	"lincRNA"	3239
"chrY"	63901887	63905126	"ENSMUST00000188079.1"	"Gm29625"	"+"	"lincRNA"	3239
"chrY"	67469610	67472849	"ENSMUST00000187224.1"	"Gm29219"	"-"	"lincRNA"	3239
"chrY"	68131622	68134861	"ENSMUST00000185620.1"	"Gm29662"	"-"	"lincRNA"	3239
"chrY"	70089893	70093132	"ENSMUST00000185683.1"	"Gm28082"	"+"	"lincRNA"	3239
"chrY"	70379762	70383001	"ENSMUST00000189421.1"	"Gm29425"	"+"	"lincRNA"	3239
"chrY"	70595457	70598696	"ENSMUST00000185237.1"	"Gm28432"	"+"	"lincRNA"	3239
"chrY"	72271925	72275164	"ENSMUST00000191008.1"	"Gm29182"	"+"	"lincRNA"	3239
"chrY"	73425314	73428553	"ENSMUST00000185248.1"	"Gm29255"	"+"	"lincRNA"	3239
"chrY"	74118551	74121790	"ENSMUST00000188777.6"	"Gm29616"	"+"	"lincRNA"	3239
"chrY"	74408374	74411613	"ENSMUST00000186020.1"	"Gm29108"	"+"	"lincRNA"	3239
"chrY"	81910689	81913928	"ENSMUST00000191099.1"	"Gm28124"	"+"	"lincRNA"	3239
"chrY"	86540205	86543444	"ENSMUST00000186328.1"	"Gm28440"	"+"	"lincRNA"	3239
"chrY"	88214303	88217542	"ENSMUST00000188893.1"	"Gm29162"	"+"	"lincRNA"	3239
"chr6"	8255935	8259173	"ENSMUST00000012627.4"	"Rpa3"	"-"	"protein_coding"	3238
"chrY"	6974975	6978213	"ENSMUST00000187686.1"	"Gm28445"	"+"	"lincRNA"	3238
"chrY"	21346235	21349473	"ENSMUST00000193386.5"	"Gm37462"	"-"	"lincRNA"	3238
"chrY"	22696441	22699679	"ENSMUST00000194673.5"	"Gm37721"	"-"	"lincRNA"	3238
"chrY"	23212217	23215455	"ENSMUST00000192516.5"	"Gm37952"	"-"	"lincRNA"	3238
"chrY"	24051127	24054365	"ENSMUST00000195020.5"	"Gm37687"	"-"	"lincRNA"	3238
"chrY"	24564330	24567568	"ENSMUST00000194239.5"	"Gm37434"	"-"	"lincRNA"	3238
"chrY"	25077340	25080578	"ENSMUST00000195814.5"	"Gm37071"	"-"	"lincRNA"	3238
"chrY"	25590417	25593655	"ENSMUST00000192101.5"	"Gm37875"	"-"	"lincRNA"	3238
"chrY"	26103540	26106778	"ENSMUST00000191665.5"	"Gm37346"	"-"	"lincRNA"	3238
"chrY"	27355543	27358781	"ENSMUST00000185451.6"	"Gm29021"	"-"	"lincRNA"	3238
"chrY"	28105188	28108426	"ENSMUST00000186506.1"	"Gm28799"	"-"	"lincRNA"	3238
"chrY"	28624714	28627952	"ENSMUST00000189609.6"	"Gm29122"	"-"	"lincRNA"	3238
"chrY"	34963857	34967095	"ENSMUST00000188647.6"	"Gm29225"	"-"	"lincRNA"	3238
"chrY"	36273162	36276400	"ENSMUST00000191389.6"	"Gm28332"	"-"	"lincRNA"	3238
"chrY"	37547327	37550565	"ENSMUST00000188530.1"	"Gm28820"	"-"	"lincRNA"	3238
"chrY"	38561062	38564300	"ENSMUST00000187087.1"	"Gm28774"	"-"	"lincRNA"	3238
"chrY"	42459557	42462795	"ENSMUST00000188814.1"	"Gm29274"	"-"	"lincRNA"	3238
"chrY"	52940505	52943743	"ENSMUST00000187597.6"	"Gm28733"	"+"	"lincRNA"	3238
"chrY"	54331573	54334811	"ENSMUST00000190417.6"	"Gm28293"	"+"	"lincRNA"	3238
"chrY"	65538169	65541407	"ENSMUST00000190181.1"	"Gm29584"	"+"	"lincRNA"	3238
"chrY"	67678771	67682009	"ENSMUST00000191270.1"	"Gm29217"	"-"	"lincRNA"	3238
"chrY"	77643676	77646914	"ENSMUST00000189573.1"	"Gm28540"	"+"	"lincRNA"	3238
"chrY"	78360627	78363865	"ENSMUST00000186567.1"	"Gm28663"	"+"	"lincRNA"	3238
"chrY"	78927795	78931033	"ENSMUST00000186293.1"	"Gm28813"	"+"	"lincRNA"	3238
"chrY"	81395900	81399138	"ENSMUST00000188242.1"	"Gm29324"	"+"	"lincRNA"	3238
"chrY"	81618971	81622209	"ENSMUST00000189417.1"	"Gm28741"	"+"	"lincRNA"	3238
"chrY"	83191726	83194964	"ENSMUST00000188603.1"	"Gm28832"	"+"	"lincRNA"	3238
"chrY"	85305104	85308342	"ENSMUST00000187506.1"	"Gm28971"	"+"	"lincRNA"	3238
"chrY"	85665588	85668826	"ENSMUST00000188694.1"	"Gm28152"	"+"	"lincRNA"	3238
"chrY"	86219343	86222581	"ENSMUST00000186782.1"	"Gm28218"	"+"	"lincRNA"	3238
"chrY"	86766061	86769299	"ENSMUST00000188186.1"	"Gm29297"	"+"	"lincRNA"	3238
"chrY"	87054716	87057954	"ENSMUST00000189584.1"	"Gm28365"	"+"	"lincRNA"	3238
"chr10"	69312138	69315376	"ENSMUST00000217861.1"	"Gm40685"	"+"	"lincRNA"	3238
"chr12"	55489409	55492647	"ENSMUST00000021413.8"	"Nfkbia"	"-"	"protein_coding"	3238
"chrY"	50258986	50262223	"ENSMUST00000187580.6"	"Gm29511"	"+"	"lincRNA"	3237
"chrY"	55373935	55377172	"ENSMUST00000188620.6"	"Gm29555"	"+"	"lincRNA"	3237
"chrY"	62878704	62881941	"ENSMUST00000189569.1"	"Gm29549"	"+"	"lincRNA"	3237
"chrY"	66555039	66558276	"ENSMUST00000190168.1"	"Gm29381"	"+"	"lincRNA"	3237
"chrY"	68353848	68357085	"ENSMUST00000189657.1"	"Gm29450"	"-"	"lincRNA"	3237
"chrY"	69801844	69805081	"ENSMUST00000185321.1"	"Gm28081"	"+"	"lincRNA"	3237
"chrY"	73826158	73829395	"ENSMUST00000190319.1"	"Gm28259"	"+"	"lincRNA"	3237
"chrY"	75356341	75359578	"ENSMUST00000189701.1"	"Gm29278"	"+"	"lincRNA"	3237
"chrY"	82382188	82385425	"ENSMUST00000185588.1"	"Gm29473"	"+"	"lincRNA"	3237
"chrY"	84257640	84260877	"ENSMUST00000187645.1"	"Gm28475"	"+"	"lincRNA"	3237
"chrY"	87709965	87713202	"ENSMUST00000186747.1"	"Gm28108"	"+"	"lincRNA"	3237
"chrY"	88696464	88699701	"ENSMUST00000185630.1"	"Gm28407"	"+"	"lincRNA"	3237
"chr10"	24595441	24598678	"ENSMUST00000020171.11"	"Ccn2"	"+"	"protein_coding"	3237
"chr18"	12501189	12504426	"ENSMUST00000188118.1"	"Gm29200"	"-"	"antisense"	3237
"chr19"	5568024	5571261	"ENSMUST00000235575.1"	"Ap5b1"	"+"	"protein_coding"	3237
"chrY"	5899577	5902813	"ENSMUST00000191190.1"	"Gm28173"	"-"	"lincRNA"	3236
"chrY"	7085142	7088378	"ENSMUST00000188063.1"	"Gm28999"	"+"	"lincRNA"	3236
"chrY"	7552847	7556083	"ENSMUST00000191261.1"	"Gm28393"	"+"	"lincRNA"	3236
"chrY"	21891558	21894794	"ENSMUST00000192684.5"	"Gm37690"	"-"	"lincRNA"	3236
"chrY"	24786617	24789853	"ENSMUST00000193438.5"	"Gm30045"	"-"	"lincRNA"	3236
"chrY"	25299746	25302982	"ENSMUST00000195660.5"	"Gm30705"	"-"	"lincRNA"	3236
"chrY"	25812790	25816026	"ENSMUST00000195198.5"	"Gm31422"	"-"	"lincRNA"	3236
"chrY"	26325924	26329160	"ENSMUST00000194268.5"	"Gm32181"	"-"	"lincRNA"	3236
"chrY"	26835627	26838863	"ENSMUST00000191551.6"	"Gm28245"	"-"	"lincRNA"	3236
"chrY"	27065925	27069161	"ENSMUST00000190011.6"	"Gm28249"	"-"	"lincRNA"	3236
"chrY"	27580749	27583985	"ENSMUST00000190183.6"	"Gm28454"	"-"	"lincRNA"	3236
"chrY"	27811019	27814255	"ENSMUST00000187292.6"	"Gm29399"	"-"	"lincRNA"	3236
"chrY"	28330277	28333513	"ENSMUST00000187029.6"	"Gm28938"	"-"	"lincRNA"	3236
"chrY"	29558659	29561895	"ENSMUST00000186321.6"	"Gm28130"	"-"	"lincRNA"	3236
"chrY"	30613152	30616388	"ENSMUST00000187266.6"	"Gm28089"	"-"	"lincRNA"	3236
"chrY"	31509422	31512658	"ENSMUST00000188792.6"	"Gm28488"	"-"	"lincRNA"	3236
"chrY"	32494400	32497636	"ENSMUST00000191194.6"	"Gm28764"	"-"	"lincRNA"	3236
"chrY"	33382664	33385900	"ENSMUST00000188788.6"	"Gm28518"	"-"	"lincRNA"	3236
"chrY"	36794109	36797345	"ENSMUST00000187571.6"	"Gm29027"	"-"	"lincRNA"	3236
"chrY"	47573713	47576949	"ENSMUST00000186104.1"	"Gm29098"	"+"	"lincRNA"	3236
"chrY"	48434614	48437850	"ENSMUST00000187804.1"	"Gm28753"	"+"	"lincRNA"	3236
"chrY"	58688585	58691821	"ENSMUST00000190221.1"	"Gm28284"	"-"	"lincRNA"	3236
"chrY"	59517689	59520925	"ENSMUST00000189485.1"	"Gm29131"	"+"	"lincRNA"	3236
"chrY"	61224997	61228233	"ENSMUST00000187384.1"	"Gm29204"	"+"	"lincRNA"	3236
"chrY"	87277135	87280371	"ENSMUST00000187942.1"	"Gm28367"	"+"	"lincRNA"	3236
"chrY"	88302084	88305320	"ENSMUST00000185222.1"	"Gm28405"	"+"	"lincRNA"	3236
"chrY"	89607658	89610894	"ENSMUST00000186562.1"	"Gm28673"	"-"	"lincRNA"	3236
"chr7"	137198487	137201722	"ENSMUST00000209650.1"	"Gm45278"	"+"	"antisense"	3235
"chrY"	5617082	5620317	"ENSMUST00000186883.1"	"Gm29158"	"-"	"lincRNA"	3235
"chrY"	7415350	7418585	"ENSMUST00000186805.1"	"Gm28394"	"+"	"lincRNA"	3235
"chrY"	7884459	7887694	"ENSMUST00000188300.1"	"Gm28570"	"+"	"lincRNA"	3235
"chrY"	13210160	13213395	"ENSMUST00000195063.1"	"Gm37252"	"-"	"lincRNA"	3235
"chrY"	13423452	13426687	"ENSMUST00000192349.5"	"Gm37870"	"-"	"lincRNA"	3235
"chrY"	13980580	13983815	"ENSMUST00000192785.5"	"Gm37467"	"+"	"lincRNA"	3235
"chrY"	15270052	15273287	"ENSMUST00000195490.5"	"Gm37344"	"+"	"lincRNA"	3235
"chrY"	17922927	17926162	"ENSMUST00000195885.1"	"Gm37286"	"-"	"lincRNA"	3235
"chrY"	18693356	18696591	"ENSMUST00000195453.5"	"Gm38013"	"+"	"lincRNA"	3235
"chrY"	24273507	24276742	"ENSMUST00000194949.5"	"Gm36345"	"-"	"lincRNA"	3235
"chrY"	40733741	40736976	"ENSMUST00000186236.1"	"Gm28993"	"-"	"lincRNA"	3235
"chrY"	42487643	42490878	"ENSMUST00000189475.1"	"Gm29275"	"-"	"lincRNA"	3235
"chrY"	43047509	43050744	"ENSMUST00000185236.1"	"Gm28311"	"-"	"lincRNA"	3235
"chrY"	44154606	44157841	"ENSMUST00000185603.1"	"Gm28278"	"-"	"lincRNA"	3235
"chrY"	46603659	46606894	"ENSMUST00000191354.1"	"Gm28549"	"+"	"lincRNA"	3235
"chr10"	66824168	66827403	"ENSMUST00000217783.1"	"Gm47897"	"+"	"lincRNA"	3235
"chr1"	87086694	87089928	"ENSMUST00000188310.1"	"Alppl2"	"-"	"protein_coding"	3234
"chr7"	84435992	84439226	"ENSMUST00000208637.1"	"Gm44933"	"-"	"lincRNA"	3234
"chr9"	38208364	38211598	"ENSMUST00000211975.2"	"Olfr893"	"+"	"protein_coding"	3234
"chrY"	13307100	13310334	"ENSMUST00000193756.1"	"Gm37147"	"-"	"lincRNA"	3234
"chrY"	14863839	14867073	"ENSMUST00000193019.5"	"Gm37654"	"+"	"lincRNA"	3234
"chrY"	20791344	20794578	"ENSMUST00000191787.5"	"Gm38174"	"+"	"lincRNA"	3234
"chrY"	23539193	23542427	"ENSMUST00000193918.5"	"Gm37454"	"-"	"lincRNA"	3234
"chrY"	43451133	43454367	"ENSMUST00000187762.1"	"Gm28568"	"-"	"lincRNA"	3234
"chrY"	46574764	46577998	"ENSMUST00000191146.1"	"Gm29646"	"+"	"lincRNA"	3234
"chrY"	47831931	47835165	"ENSMUST00000190660.6"	"Gm29373"	"-"	"lincRNA"	3234
"chrY"	57850476	57853710	"ENSMUST00000189567.1"	"Gm28963"	"-"	"lincRNA"	3234
"chrY"	60622324	60625558	"ENSMUST00000187203.6"	"Gm28687"	"-"	"lincRNA"	3234
"chrY"	89391527	89394761	"ENSMUST00000185365.1"	"Gm28670"	"+"	"lincRNA"	3234
"chr17"	31141048	31144282	"ENSMUST00000024826.7"	"Tff2"	"-"	"protein_coding"	3234
"chrY"	58717539	58720772	"ENSMUST00000187201.6"	"Gm29368"	"-"	"lincRNA"	3233
"chrY"	4586870	4590103	"ENSMUST00000187274.1"	"Gm28242"	"+"	"lincRNA"	3233
"chrY"	44168123	44171356	"ENSMUST00000186248.1"	"Gm28279"	"-"	"lincRNA"	3233
"chrY"	12513576	12516809	"ENSMUST00000191742.5"	"Gm37739"	"-"	"lincRNA"	3233
"chrY"	29587677	29590910	"ENSMUST00000187841.6"	"Gm28131"	"-"	"lincRNA"	3233
"chrY"	30642086	30645319	"ENSMUST00000187402.6"	"Gm28088"	"-"	"lincRNA"	3233
"chrY"	31538337	31541570	"ENSMUST00000186902.6"	"Gm28491"	"-"	"lincRNA"	3233
"chrY"	33411602	33414835	"ENSMUST00000190126.6"	"Gm28519"	"-"	"lincRNA"	3233
"chrY"	33446026	33449259	"ENSMUST00000189379.6"	"Gm28520"	"-"	"lincRNA"	3233
"chrY"	39158847	39162080	"ENSMUST00000186801.1"	"Gm29497"	"-"	"lincRNA"	3233
"chrY"	43076398	43079631	"ENSMUST00000191136.1"	"Gm28310"	"-"	"lincRNA"	3233
"chrY"	45044001	45047234	"ENSMUST00000189947.1"	"Gm29445"	"+"	"lincRNA"	3233
"chrY"	45448959	45452192	"ENSMUST00000190542.1"	"Gm28458"	"+"	"lincRNA"	3233
"chrY"	47544771	47548004	"ENSMUST00000187933.1"	"Gm29056"	"+"	"lincRNA"	3233
"chrY"	60335114	60338347	"ENSMUST00000191561.1"	"Gm28691"	"+"	"lincRNA"	3233
"chrY"	89636205	89639438	"ENSMUST00000187502.1"	"Gm28674"	"-"	"lincRNA"	3233
"chr10"	71310744	71313977	"ENSMUST00000177104.1"	"Gm20609"	"+"	"lincRNA"	3233
"chr12"	4589796	4593029	"ENSMUST00000238375.1"	"AC241534.1"	"-"	"bidirectional_promoter_lncRNA"	3233
"chr2"	87736746	87739978	"ENSMUST00000214573.1"	"Olfr1138"	"-"	"protein_coding"	3232
"chr3"	105766965	105770197	"ENSMUST00000200120.1"	"Gm43329"	"-"	"sense_intronic"	3232
"chr7"	134227473	134230705	"ENSMUST00000152709.1"	"A130023I24Rik"	"-"	"processed_transcript"	3232
"chrY"	17225446	17228678	"ENSMUST00000191968.5"	"Gm38003"	"-"	"lincRNA"	3232
"chrY"	31448705	31451937	"ENSMUST00000187894.6"	"Gm28487"	"+"	"lincRNA"	3232
"chrY"	32523344	32526576	"ENSMUST00000191259.6"	"Gm28762"	"-"	"lincRNA"	3232
"chrY"	33321744	33324976	"ENSMUST00000188026.6"	"Gm29074"	"+"	"lincRNA"	3232
"chrY"	42141554	42144786	"ENSMUST00000186153.1"	"Gm29537"	"+"	"lincRNA"	3232
