"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"Transcript_length"
"chr17"	39246589	39249498	"ENST00000657137.1_3"	"AC100808.1"	"+"	"lncRNA"	2909
"chr1"	153430219	153433127	"ENST00000368723.4_4"	"S100A7"	"-"	"protein_coding"	2908
"chrX"	39868528	39871435	"ENST00000447651.1_1"	"AC092198.1"	"+"	"lncRNA"	2907
"chr1"	234780411	234783317	"ENST00000607759.1_1"	"AL160408.5"	"+"	"lncRNA"	2906
"chr5"	98128564	98131470	"ENST00000639479.1_1"	"AC008522.1"	"-"	"lncRNA"	2906
"chr17"	32687346	32690252	"ENST00000225842.4_4"	"CCL1"	"-"	"protein_coding"	2906
"chr15"	76051841	76054746	"ENST00000561777.1_1"	"AC019294.3"	"-"	"lncRNA"	2905
"chr18"	29867399	29870303	"ENST00000579580.1_1"	"AC015563.2"	"+"	"lncRNA"	2904
"chr9"	67779732	67782635	"ENST00000611630.2_3"	"AL591926.2"	"+"	"lncRNA"	2903
"chr10"	93666340	93669243	"ENST00000311575.6_4"	"FGFBP3"	"-"	"protein_coding"	2903
"chr15"	59060270	59063173	"ENST00000500929.2_3"	"AC090515.2"	"-"	"lncRNA"	2903
"chr7"	130121331	130124233	"ENST00000562524.1_1"	"AC007938.1"	"-"	"lncRNA"	2902
"chr10"	96987999	96990901	"ENST00000451737.1_3"	"AL157834.2"	"-"	"lncRNA"	2902
"chr10"	135437398	135440299	"ENST00000425520.2_7"	"FRG2B"	"-"	"protein_coding"	2901
"chr12"	26035887	26038788	"ENST00000544399.1_3"	"AC019209.1"	"-"	"lncRNA"	2901
"chr13"	36047925	36050826	"ENST00000379919.6_3"	"MAB21L1"	"-"	"protein_coding"	2901
"chr16"	50402490	50405391	"ENST00000568427.1_1"	"AC007493.2"	"+"	"lncRNA"	2901
"chr19"	14198662	14201563	"ENST00000533683.7_7"	"SAMD1"	"-"	"protein_coding"	2901
"chr6"	143360561	143363461	"ENST00000454588.1_3"	"AL023581.2"	"-"	"lncRNA"	2900
"chrX"	70323738	70326638	"ENST00000438526.2_3"	"CXorf65"	"-"	"nonsense_mediated_decay"	2900
"chr15"	50849797	50852697	"ENST00000558237.1_1"	"AC084756.1"	"+"	"lncRNA"	2900
"chr16"	86600434	86603334	"ENST00000649859.1_3"	"FOXC2"	"+"	"protein_coding"	2900
"chr17"	15554903	15557803	"ENST00000584540.1_1"	"AC005324.4"	"+"	"lncRNA"	2900
"chr19"	59067078	59069978	"ENST00000253023.8_4"	"UBE2M"	"-"	"protein_coding"	2900
"chrX"	153712055	153714954	"ENST00000369660.9_4"	"UBL4A"	"-"	"protein_coding"	2899
"chr10"	88963473	88966372	"ENST00000665147.1_1"	"AL157893.2"	"+"	"lncRNA"	2899
"chr8"	21024750	21027648	"ENST00000666587.1_3"	"AC021613.3"	"-"	"lncRNA"	2898
"chr20"	32316736	32319634	"ENST00000441029.2_3"	"AL050349.1"	"-"	"lncRNA"	2898
"chr2"	136577760	136580657	"ENST00000437007.1_1"	"LCT-AS1"	"+"	"lncRNA"	2897
"chr16"	2285816	2288712	"ENST00000564065.5_4"	"DNASE1L2"	"+"	"protein_coding"	2896
"chr17"	79171192	79174088	"ENST00000571085.1_1"	"AC027601.2"	"+"	"lncRNA"	2896
"chr18"	19744846	19747742	"ENST00000649008.1_3"	"GATA6-AS1"	"-"	"lncRNA"	2896
"chr16"	67182006	67184901	"ENST00000449549.4_4"	"B3GNT9"	"-"	"protein_coding"	2895
"chr16"	2619043	2621937	"ENST00000562232.1_3"	"AC093525.4"	"-"	"lncRNA"	2894
"chr1"	153409533	153412425	"ENST00000368725.3_4"	"S100A7L2"	"-"	"protein_coding"	2892
"chr5"	170736251	170739143	"ENST00000296921.6_2"	"TLX3"	"+"	"protein_coding"	2892
"chr3"	75713480	75716371	"ENST00000308062.7_3"	"FRG2C"	"+"	"protein_coding"	2891
"chr4"	190945521	190948412	"ENST00000378763.1_4"	"FRG2"	"-"	"protein_coding"	2891
"chr8"	19103859	19106750	"ENST00000519185.1_1"	"AC068880.3"	"+"	"lncRNA"	2891
"chr14"	36003369	36006260	"ENST00000307169.4_2"	"INSM2"	"+"	"protein_coding"	2891
"chr5"	145718401	145721291	"ENST00000646991.2_2"	"POU4F3"	"+"	"protein_coding"	2890
"chr20"	3764497	3767387	"ENST00000379751.5_3"	"CENPB"	"-"	"protein_coding"	2890
"chr19"	14583277	14586166	"ENST00000292513.4_4"	"PTGER1"	"-"	"protein_coding"	2889
"chr22"	50962001	50964890	"ENST00000543927.6_5"	"SCO2"	"-"	"protein_coding"	2889
"chr1"	109630592	109633480	"ENST00000608574.1_3"	"AL356488.3"	"-"	"lncRNA"	2888
"chrX"	135721697	135724585	"ENST00000454385.6_2"	"LINC00892"	"+"	"lncRNA"	2888
"chr11"	66357646	66360534	"ENST00000333861.5_3"	"CCDC87"	"-"	"protein_coding"	2888
"chr13"	55390486	55393373	"ENST00000664384.1_3"	"AL512655.1"	"-"	"lncRNA"	2887
"chr12"	132852029	132854915	"ENST00000376617.3_1"	"AC148477.3"	"+"	"lncRNA"	2886
"chr3"	118207722	118210607	"ENST00000667867.1_1"	"AC068633.2"	"+"	"lncRNA"	2885
"chr11"	12559629	12562514	"ENST00000526112.1_3"	"AC009806.1"	"-"	"lncRNA"	2885
"chr1"	203052256	203055140	"ENST00000241651.5_4"	"MYOG"	"-"	"protein_coding"	2884
"chr11"	17402195	17405078	"ENST00000568280.1_1"	"AC124798.1"	"+"	"lncRNA"	2883
"chr3"	23845514	23848396	"ENST00000426702.1_3"	"UBE2E1-AS1"	"-"	"lncRNA"	2882
"chr1"	183107536	183110417	"ENST00000457852.3_3"	"LAMC1-AS1"	"-"	"lncRNA"	2881
"chr1"	154537330	154540211	"ENST00000666466.1_4"	"AL592078.2"	"-"	"lncRNA"	2881
"chr3"	66844464	66847345	"ENST00000648920.1_1"	"AC098969.1"	"+"	"lncRNA"	2881
"chr17"	6917813	6920694	"ENST00000546495.5_1"	"C17orf49"	"+"	"protein_coding"	2881
"chr5"	139152112	139154991	"ENST00000506892.1_3"	"AC008667.3"	"-"	"lncRNA"	2879
"chr17"	4848946	4851825	"ENST00000225655.6_3"	"PFN1"	"-"	"protein_coding"	2879
"chr5"	178117804	178120682	"ENST00000671317.1_3"	"AC113348.3"	"-"	"lncRNA"	2878
"chr14"	92761114	92763992	"ENST00000660615.1_1"	"AL133240.2"	"+"	"lncRNA"	2878
"chrX"	100870114	100872990	"ENST00000361910.9_4"	"ARMCX6"	"-"	"protein_coding"	2876
"chr20"	61405472	61408348	"ENST00000658884.1_3"	"LINC00659"	"-"	"lncRNA"	2876
"chr7"	56682776	56685650	"ENST00000670991.1_3"	"AC095038.5"	"-"	"lncRNA"	2874
"chr19"	35396218	35399092	"ENST00000595783.1_1"	"LINC01838"	"+"	"lncRNA"	2874
"chr22"	21077334	21080208	"ENST00000430719.1"	"AC007308.6"	"+"	"antisense"	2874
"chr22"	24105176	24108050	"ENST00000402217.8_6"	"C22orf15"	"+"	"protein_coding"	2874
"chr2"	10143285	10146158	"ENST00000340444.1_3"	"AC010969.1"	"-"	"lncRNA"	2873
"chr12"	5015558	5018431	"ENST00000668182.1_3"	"AC006063.4"	"-"	"lncRNA"	2873
"chr16"	89003186	89006059	"ENST00000564646.1_1"	"AC092384.3"	"-"	"lncRNA"	2873
"chr9"	4676599	4679471	"ENST00000609131.1_3"	"CDC37L1-DT"	"-"	"lncRNA"	2872
"chr15"	70487976	70490848	"ENST00000561310.1_3"	"AC026583.1"	"-"	"lncRNA"	2872
"chr16"	31720433	31723305	"ENST00000569175.2_3"	"AC074050.3"	"-"	"lncRNA"	2872
"chr1"	2690148	2693019	"ENST00000638002.1_1"	"AC242022.1"	"+"	"lncRNA"	2871
"chr18"	46732281	46735151	"ENST00000577641.1_1"	"AC044840.1"	"+"	"lncRNA"	2870
"chr9"	124042140	124045008	"ENST00000437135.1_3"	"AL513122.2"	"-"	"lncRNA"	2868
"chr10"	50339198	50342066	"ENST00000311787.6_4"	"FAM170B"	"-"	"protein_coding"	2868
"chr5"	177611505	177614372	"ENST00000463439.3_3"	"GMCL2"	"-"	"protein_coding"	2867
"chr16"	30118995	30121862	"ENST00000566190.1_1"	"AC012645.2"	"+"	"lncRNA"	2867
"chr18"	34853668	34856535	"ENST00000588766.5_1"	"AC090386.1"	"+"	"lncRNA"	2867
"chr1"	169028813	169031679	"ENST00000660116.1_1"	"AL031726.2"	"+"	"lncRNA"	2866
"chr9"	33719687	33722553	"ENST00000449144.1_1"	"AL356489.1"	"+"	"lncRNA"	2866
"chr10"	135168663	135171529	"ENST00000368552.7_3"	"FUOM"	"-"	"protein_coding"	2866
"chr12"	133033745	133036610	"ENST00000542627.1_1"	"AC079031.1"	"+"	"lncRNA"	2865
"chr6"	46726032	46728895	"ENST00000438738.1_3"	"AL161618.1"	"-"	"lncRNA"	2863
"chr11"	65122221	65125084	"ENST00000309880.6_2"	"TIGD3"	"+"	"protein_coding"	2863
"chr15"	34277606	34280469	"ENST00000670947.1_1"	"AC009268.3"	"+"	"lncRNA"	2863
"chr17"	32806304	32809167	"ENST00000653506.1_1"	"AC011193.1"	"+"	"lncRNA"	2863
"chr15"	39048752	39051614	"ENST00000560675.2_3"	"AC022929.1"	"-"	"lncRNA"	2862
"chr19"	1103924	1106786	"ENST00000616066.4_2"	"GPX4"	"+"	"protein_coding"	2862
"chr2"	23580386	23583247	"ENST00000426527.1_3"	"AC012506.2"	"-"	"lncRNA"	2861
"chr15"	100013658	100016519	"ENST00000671126.1_3"	"AC015660.5"	"-"	"lncRNA"	2861
"chr8"	10344316	10347176	"ENST00000606115.1_1"	"AC104964.3"	"+"	"lncRNA"	2860
"chr16"	12059066	12061925	"ENST00000053243.6_4"	"TNFRSF17"	"+"	"protein_coding"	2859
"chr18"	24923215	24926074	"ENST00000584547.1_1"	"AC021382.1"	"+"	"lncRNA"	2859
"chr2"	74682213	74685071	"ENST00000233331.12_2"	"INO80B"	"+"	"protein_coding"	2858
"chrY"	6338813	6341671	"ENST00000455570.5_3"	"TTTY8B"	"-"	"lncRNA"	2858
"chrY"	9528708	9531566	"ENST00000426035.1_1"	"TTTY8"	"+"	"lncRNA"	2858
"chr16"	731670	734528	"ENST00000567120.5_3"	"JMJD8"	"-"	"retained_intron"	2858
"chr21"	43294864	43297722	"ENST00000432411.1_3"	"AP001619.1"	"-"	"lncRNA"	2858
"chr3"	49754261	49757117	"ENST00000320431.8_3"	"AMIGO3"	"-"	"protein_coding"	2856
"chr4"	21522476	21525332	"ENST00000668733.1_3"	"AC096576.7"	"-"	"lncRNA"	2856
"chr8"	10334100	10336956	"ENST00000671169.1_3"	"AC104964.1"	"-"	"lncRNA"	2856
"chr14"	105883220	105886076	"ENST00000551271.5_3"	"AL928654.1"	"-"	"lncRNA"	2856
"chr13"	48651272	48654127	"ENST00000422483.1_1"	"MED4-AS1"	"+"	"lncRNA"	2855
"chr22"	17548710	17551565	"ENST00000608373.1_1"	"AC006946.2"	"+"	"lncRNA"	2855
"chr1"	209145798	209148652	"ENST00000453569.1_1"	"LINC01774"	"+"	"lncRNA"	2854
"chr12"	123464606	123467460	"ENST00000543566.5_3"	"ARL6IP4"	"+"	"protein_coding"	2854
"chr2"	190627429	190630282	"ENST00000520651.1_1"	"OSGEPL1-AS1"	"+"	"lncRNA"	2853
"chr3"	187868993	187871845	"ENST00000605573.1_1"	"LPP-AS2"	"-"	"lncRNA"	2852
"chr4"	150298408	150301259	"ENST00000665742.1_1"	"AC108168.1"	"+"	"lncRNA"	2851
"chr19"	56111653	56114504	"ENST00000301073.4_2"	"ZNF524"	"+"	"protein_coding"	2851
"chr1"	110912775	110915625	"ENST00000609909.1_1"	"AL355488.1"	"+"	"lncRNA"	2850
"chr1"	229566991	229569841	"ENST00000366684.7_3"	"ACTA1"	"-"	"protein_coding"	2850
"chr2"	209025463	209028313	"ENST00000304502.5_4"	"CRYGA"	"-"	"protein_coding"	2850
"chr17"	42405980	42408830	"ENST00000588260.1_1"	"AC003043.1"	"+"	"lncRNA"	2850
"chr16"	2521297	2524146	"ENST00000293973.2_2"	"NTN3"	"+"	"protein_coding"	2849
"chr19"	53153689	53156537	"ENST00000598322.1_1"	"AC022150.4"	"-"	"lncRNA"	2848
"chr1"	161641767	161644614	"ENST00000453111.1_3"	"AL451067.1"	"-"	"lncRNA"	2847
"chr3"	176531942	176534789	"ENST00000451289.1_3"	"LINC01209"	"-"	"lncRNA"	2847
"chr20"	20348747	20351593	"ENST00000310227.3_2"	"INSM1"	"+"	"protein_coding"	2846
"chrX"	48928817	48931661	"ENST00000553851.3_4"	"PRAF2"	"-"	"protein_coding"	2844
"chr17"	1921116	1923960	"ENST00000670164.1_3"	"AC099684.1"	"+"	"lncRNA"	2844
"chr17"	17679999	17682843	"ENST00000543475.1_1"	"SMCR5"	"-"	"lncRNA"	2844
"chr17"	46652868	46655712	"ENST00000332503.6_4"	"HOXB4"	"-"	"protein_coding"	2844
"chr3"	145784130	145786972	"ENST00000490375.1_3"	"LNCSRLR"	"-"	"lncRNA"	2842
"chr6"	139692943	139695785	"ENST00000367651.4_6"	"CITED2"	"-"	"protein_coding"	2842
"chr12"	2442026	2444868	"ENST00000648763.1_3"	"AC005293.1"	"-"	"lncRNA"	2842
"chr7"	44102325	44105166	"ENST00000297283.4_4"	"PGAM2"	"-"	"protein_coding"	2841
"chr8"	58333392	58336232	"ENST00000653093.1_1"	"AC068075.2"	"+"	"lncRNA"	2840
"chr12"	103351451	103354291	"ENST00000266744.4_2"	"ASCL1"	"+"	"protein_coding"	2840
"chr20"	51457474	51460314	"ENST00000652426.1_3"	"AL161945.1"	"-"	"lncRNA"	2840
"chr1"	13035542	13038381	"ENST00000376187.1"	"PRAMEF22"	"+"	"protein_coding"	2839
"chr14"	85852270	85855109	"ENST00000554753.2_2"	"LINC02329"	"+"	"lncRNA"	2839
"chr6"	31162976	31165814	"ENST00000606367.1_1"	"AL662844.4"	"-"	"lncRNA"	2838
"chr15"	42117296	42120134	"ENST00000510176.1_3"	"AC020659.2"	"-"	"lncRNA"	2838
"chr12"	124570307	124573144	"ENST00000621669.1_1"	"AC068790.9"	"+"	"lncRNA"	2837
"chr6"	14391324	14394160	"ENST00000456440.2_4"	"AL080313.2"	"-"	"lncRNA"	2836
"chr16"	89986234	89989070	"ENST00000554623.1_3"	"AC092143.2"	"-"	"lncRNA"	2836
"chr1"	23518387	23521222	"ENST00000374619.1_2"	"HTR1D"	"-"	"protein_coding"	2835
"chr1"	13474688	13477522	"ENST00000376126.2"	"PRAMEF18"	"-"	"protein_coding"	2834
"chr1"	13695524	13698358	"ENST00000376101.3_4"	"PRAMEF19"	"-"	"protein_coding"	2834
"chr20"	44797042	44799876	"ENST00000450586.1_3"	"AL031687.1"	"-"	"lncRNA"	2834
"chrX"	69502021	69504852	"ENST00000276066.4_3"	"RAB41"	"+"	"protein_coding"	2831
"chr20"	21070349	21073180	"ENST00000652795.1_1"	"AL121759.2"	"+"	"lncRNA"	2831
"chr6"	28104626	28107456	"ENST00000565046.1_1"	"AL358933.1"	"+"	"lncRNA"	2830
"chr12"	40005620	40008450	"ENST00000650487.1_1"	"AC121334.3"	"+"	"lncRNA"	2830
"chr18"	8133200	8136030	"ENST00000660095.1_3"	"AC006566.2"	"-"	"lncRNA"	2830
"chr3"	49057891	49060720	"ENST00000326912.8_1"	"NDUFAF3"	"+"	"protein_coding"	2829
"chr12"	115515129	115517958	"ENST00000548488.1_1"	"AC008125.1"	"+"	"lncRNA"	2829
"chr14"	32027712	32030540	"ENST00000548096.1_3"	"AL163973.2"	"-"	"lncRNA"	2828
"chr3"	95635569	95638396	"ENST00000662488.1_1"	"AC106719.1"	"+"	"lncRNA"	2827
"chr2"	219664451	219667277	"ENST00000652549.1_3"	"AC009974.2"	"-"	"lncRNA"	2826
"chr8"	102179032	102181857	"ENST00000565617.1_1"	"ZNNT1"	"-"	"lncRNA"	2825
"chr14"	105934129	105936954	"ENST00000552675.1_3"	"AL928654.2"	"-"	"lncRNA"	2825
"chr20"	62133639	62136464	"ENST00000458368.1_1"	"AL121829.1"	"+"	"lncRNA"	2825
"chr3"	50402804	50405628	"ENST00000607121.5_1"	"Z84492.1"	"+"	"lncRNA"	2824
"chrX"	379891	382715	"ENST00000627627.3_1"	"AL732314.4"	"+"	"lncRNA"	2824
"chr8"	7397149	7399972	"ENST00000533250.1_1"	"PRR23D1"	"+"	"protein_coding"	2823
"chr8"	7636112	7638935	"ENST00000528972.1_3"	"PRR23D2"	"-"	"protein_coding"	2823
"chr5"	157600608	157603430	"ENST00000522769.1_3"	"AC025437.5"	"-"	"lncRNA"	2822
"chr8"	28656780	28659602	"ENST00000648646.1_1"	"INTS9-AS1"	"+"	"lncRNA"	2822
"chr17"	33515540	33518362	"ENST00000590144.1_1"	"AC022916.2"	"+"	"lncRNA"	2822
"chr18"	24122934	24125755	"ENST00000620414.1_1"	"AC007996.1"	"-"	"lncRNA"	2821
"chr2"	79252811	79255631	"ENST00000393897.6_1"	"REG3G"	"+"	"protein_coding"	2820
"chr12"	53645369	53648189	"ENST00000534842.1_1"	"MFSD5"	"+"	"protein_coding"	2820
"chr12"	57824898	57827718	"ENST00000547552.1_1"	"AC126614.1"	"+"	"lncRNA"	2820
"chr6"	33767918	33770737	"ENST00000664739.1_1"	"AL138889.3"	"+"	"lncRNA"	2819
"chrX"	47001618	47004437	"ENST00000276062.8_3"	"NDUFB11"	"-"	"protein_coding"	2819
"chr8"	146015154	146017972	"ENST00000262584.7_3"	"RPL8"	"-"	"protein_coding"	2818
"chr12"	54375292	54378108	"ENST00000567780.1_1"	"HOXC-AS3"	"-"	"retained_intron"	2816
"chr17"	57477848	57480664	"ENST00000585190.1_3"	"AC091059.1"	"-"	"lncRNA"	2816
"chr8"	39775594	39778409	"ENST00000522970.1_3"	"AC007991.4"	"-"	"lncRNA"	2815
"chrY"	9175072	9177887	"ENST00000426950.6_5"	"TSPY4"	"+"	"protein_coding"	2815
"chr18"	24402304	24405119	"ENST00000655572.1_4"	"AC018371.1"	"-"	"lncRNA"	2815
"chr1"	1146719	1149533	"ENST00000379236.4_4"	"TNFRSF4"	"-"	"protein_coding"	2814
"chr6"	708591	711405	"ENST00000606285.1_1"	"AL357054.4"	"-"	"lncRNA"	2814
"chr22"	27853207	27856021	"ENST00000440477.1_3"	"AL050402.1"	"-"	"lncRNA"	2814
"chr11"	327309	330122	"ENST00000524824.1_1"	"AC136475.5"	"+"	"lncRNA"	2813
"chr16"	3156764	3159577	"ENST00000570700.1_1"	"AC108134.4"	"+"	"lncRNA"	2813
"chr19"	10444111	10446924	"ENST00000612689.1_1"	"AC114271.1"	"+"	"lncRNA"	2813
"chr19"	39923776	39926589	"ENST00000251453.8_4"	"RPS16"	"-"	"protein_coding"	2813
"chr22"	37748229	37751042	"ENST00000666674.1_3"	"Z94160.1"	"-"	"lncRNA"	2813
"chr9"	547155	549967	"ENST00000654035.1_3"	"AL392089.1"	"+"	"lncRNA"	2812
"chr20"	61665568	61668380	"ENST00000370341.3_3"	"LINC00029"	"-"	"lncRNA"	2812
"chr14"	77388182	77390992	"ENST00000553991.1_3"	"AF111169.2"	"-"	"lncRNA"	2810
"chr8"	134067203	134070012	"ENST00000664551.1_1"	"PTCSC1"	"+"	"lncRNA"	2809
"chrY"	19989289	19992098	"ENST00000544303.1_5"	"CDY2B"	"-"	"protein_coding"	2809
"chrY"	20137668	20140477	"ENST00000426790.1_3"	"CDY2A"	"+"	"protein_coding"	2809
"chr19"	2721707	2724515	"ENST00000660775.1_1"	"AC006538.4"	"+"	"lncRNA"	2808
"chr10"	71025097	71027904	"ENST00000413220.1_3"	"AL596223.2"	"-"	"lncRNA"	2807
"chr19"	49258780	49261587	"ENST00000593756.6_2"	"FGF21"	"+"	"protein_coding"	2807
"chr1"	1167616	1170421	"ENST00000379198.5_4"	"B3GALT6"	"+"	"protein_coding"	2805
"chr9"	127532401	127535206	"ENST00000438380.1_1"	"AL354928.1"	"+"	"lncRNA"	2805
"chr11"	13030862	13033666	"ENST00000529419.3_3"	"RASSF10"	"+"	"protein_coding"	2804
"chrX"	148674171	148676974	"ENST00000598963.3_4"	"HSFX2"	"-"	"protein_coding"	2803
"chr11"	18163887	18166689	"ENST00000648470.1_1"	"AC090099.2"	"+"	"lncRNA"	2802
"chr14"	79161663	79164465	"ENST00000555954.1_3"	"AC009396.2"	"-"	"lncRNA"	2802
"chr2"	162948741	162951542	"ENST00000647661.1_1"	"AC008063.1"	"+"	"lncRNA"	2801
"chr12"	114676774	114679575	"ENST00000551761.1_3"	"LINC02459"	"-"	"lncRNA"	2801
"chrX"	148855725	148858525	"ENST00000370416.4_2"	"HSFX1"	"+"	"protein_coding"	2800
"chr18"	53693618	53696417	"ENST00000666339.1_1"	"AC009271.2"	"+"	"lncRNA"	2799
"chr1"	243708833	243711631	"ENST00000439849.1_1"	"AL591721.1"	"+"	"lncRNA"	2798
"chr6"	149882287	149885085	"ENST00000446392.1_1"	"AL078581.3"	"+"	"lncRNA"	2798
"chr8"	144239330	144242128	"ENST00000414417.6_5"	"LY6H"	"-"	"protein_coding"	2798
"chr14"	52433720	52436518	"ENST00000553603.1_3"	"AL358333.3"	"-"	"lncRNA"	2798
"chr15"	93348999	93351797	"ENST00000555325.1_3"	"AC106028.2"	"-"	"lncRNA"	2798
"chr5"	14661916	14664713	"ENST00000563101.1_1"	"AC010491.1"	"-"	"lncRNA"	2797
"chrY"	9195405	9198202	"ENST00000287721.13_7"	"TSPY8"	"+"	"protein_coding"	2797
"chrY"	9236029	9238826	"ENST00000457222.6_8"	"TSPY3"	"+"	"protein_coding"	2797
"chrY"	9365488	9368285	"ENST00000428845.6_7"	"TSPY10"	"+"	"protein_coding"	2797
"chr14"	24605371	24608168	"ENST00000559123.5_1"	"PSME1"	"+"	"protein_coding"	2797
"chr17"	3627196	3629993	"ENST00000325418.5_2"	"HASPIN"	"+"	"protein_coding"	2797
"chr18"	9587383	9590180	"ENST00000584109.1_1"	"AP001381.1"	"+"	"lncRNA"	2797
"chr11"	94371203	94373999	"ENST00000438416.2_1"	"AP000943.1"	"+"	"lncRNA"	2796
"chr6"	79788293	79791088	"ENST00000669651.1_1"	"AL356776.2"	"+"	"lncRNA"	2795
"chr8"	77488785	77491580	"ENST00000524269.1_3"	"AC013509.1"	"-"	"lncRNA"	2795
"chrY"	9304563	9307358	"ENST00000451548.6_7"	"TSPY1"	"+"	"protein_coding"	2795
"chr11"	62063752	62066547	"ENST00000358585.3_4"	"SCGB1D4"	"-"	"protein_coding"	2795
"chr5"	56775844	56778638	"ENST00000423391.3_3"	"ACTBL2"	"-"	"protein_coding"	2794
"chrX"	55649832	55652625	"ENST00000339140.5_2"	"FOXR2"	"+"	"protein_coding"	2793
"chrX"	102192697	102195489	"ENST00000413528.1_3"	"Z95624.1"	"-"	"lncRNA"	2792
"chr16"	31799522	31802314	"ENST00000570073.2_1"	"AC002519.1"	"+"	"lncRNA"	2792
"chr21"	38071072	38073864	"ENST00000430607.1_3"	"AP000697.1"	"-"	"lncRNA"	2792
"chr3"	138760943	138763734	"ENST00000413199.1_3"	"PRR23C"	"-"	"protein_coding"	2791
"chrX"	51486537	51489328	"ENST00000340438.6_2"	"GSPT2"	"+"	"protein_coding"	2791
"chrX"	125297481	125300272	"ENST00000360028.4_4"	"DCAF12L2"	"-"	"protein_coding"	2791
"chrY"	6114263	6117054	"ENST00000320701.4"	"TSPY2"	"+"	"protein_coding"	2791
"chr12"	124690773	124693564	"ENST00000539391.1_1"	"AC026358.1"	"+"	"lncRNA"	2791
"chr18"	42256891	42259682	"ENST00000592638.1_3"	"SETBP1-DT"	"-"	"lncRNA"	2791
"chr17"	73367027	73369817	"ENST00000578539.1_1"	"AC011933.2"	"-"	"lncRNA"	2790
"chr19"	1267469	1270259	"ENST00000585832.3_4"	"CIRBP-AS1"	"-"	"lncRNA"	2790
"chr1"	172179850	172182639	"ENST00000661895.1_3"	"AL137157.1"	"-"	"lncRNA"	2789
"chr1"	23695489	23698276	"ENST00000458053.4_1"	"ZNF436-AS1"	"+"	"lncRNA"	2787
"chr16"	67963481	67966268	"ENST00000572144.5_3"	"CTRL"	"-"	"retained_intron"	2787
"chr20"	62367669	62370456	"ENST00000621325.1_2"	"LIME1"	"+"	"retained_intron"	2787
"chr6"	31553900	31556686	"ENST00000418507.6_3"	"LST1"	"+"	"protein_coding"	2786
"chr16"	3231232	3234018	"ENST00000576762.1_3"	"AJ003147.1"	"-"	"lncRNA"	2786
"chr14"	29252114	29254899	"ENST00000664733.1_3"	"LINC02282"	"-"	"lncRNA"	2785
"chr7"	44079121	44081905	"ENST00000441052.1_1"	"LINC00957"	"+"	"lncRNA"	2784
"chr20"	25209785	25212569	"ENST00000613361.1_1"	"AL035252.3"	"+"	"lncRNA"	2784
"chr5"	140050378	140053161	"ENST00000542735.2_4"	"DND1"	"-"	"protein_coding"	2783
"chr11"	119205236	119208019	"ENST00000311413.5_2"	"RNF26"	"+"	"protein_coding"	2783
"chr9"	34487	37269	"ENST00000646920.1_3"	"FAM138C"	"-"	"lncRNA"	2782
"chr9"	138555167	138557949	"ENST00000277526.7_2"	"LCN9"	"+"	"protein_coding"	2782
"chr12"	10019625	10022407	"ENST00000545258.1_1"	"AC091814.1"	"+"	"lncRNA"	2782
"chr17"	36859732	36862514	"ENST00000618407.1_3"	"AC006449.2"	"-"	"lncRNA"	2782
"chr20"	61363917	61366699	"ENST00000430184.1_3"	"AL357033.2"	"-"	"lncRNA"	2782
"chr20"	32602774	32605555	"ENST00000451556.2_3"	"AL031668.1"	"-"	"lncRNA"	2781
"chr9"	122697330	122700110	"ENST00000561476.1_1"	"LINC01613"	"+"	"lncRNA"	2780
"chr19"	12995235	12998015	"ENST00000264834.6_4"	"KLF1"	"-"	"protein_coding"	2780
"chr22"	37476107	37478887	"ENST00000414203.2_1"	"AL022314.1"	"+"	"lncRNA"	2780
"chr4"	89442148	89444927	"ENST00000273968.5_4"	"PYURF"	"-"	"protein_coding"	2779
"chr4"	89442148	89444927	"ENST00000527353.2_3"	"PIGY"	"-"	"protein_coding"	2779
"chr16"	78827480	78830259	"ENST00000655872.1_3"	"AC009141.1"	"-"	"lncRNA"	2779
"chr6"	90660129	90662905	"ENST00000445838.1_1"	"AL121787.1"	"+"	"lncRNA"	2776
"chr7"	73400321	73403097	"ENST00000567919.1_1"	"AC099398.1"	"+"	"lncRNA"	2776
"chr11"	5247849	5250625	"ENST00000380315.2_4"	"HBB"	"-"	"protein_coding"	2776
"chr16"	3592738	3595513	"ENST00000613210.1_1"	"AC004494.1"	"+"	"lncRNA"	2775
"chr19"	13041335	13044110	"ENST00000592636.1_1"	"FARSA-AS1"	"+"	"lncRNA"	2775
"chr7"	73150423	73153197	"ENST00000222800.7_3"	"ABHD11"	"-"	"protein_coding"	2774
"chr12"	94338816	94341589	"ENST00000604017.1_1"	"AC012464.3"	"+"	"lncRNA"	2773
"chr13"	88453290	88456063	"ENST00000422074.2_3"	"LINC00397"	"-"	"lncRNA"	2773
"chr2"	73518057	73520829	"ENST00000545030.1_3"	"EGR4"	"-"	"protein_coding"	2772
"chr6"	31543341	31546113	"ENST00000449264.3_2"	"TNF"	"+"	"protein_coding"	2772
"chr16"	79242389	79245161	"ENST00000649926.1_3"	"AC092376.3"	"-"	"lncRNA"	2772
"chr22"	20377668	20380440	"ENST00000612978.5_3"	"TMEM191B"	"+"	"protein_coding"	2772
"chr10"	8340859	8343630	"ENST00000413941.1_1"	"AL390835.1"	"+"	"lncRNA"	2771
"chr12"	114514937	114517707	"ENST00000552413.1_1"	"AC010183.1"	"+"	"lncRNA"	2770
