"pairid_mouse"	"pairid_human"	"SYMBOL_Host_mouse"	"SYMBOL_Nested_mouse"	"geneChr_Nested_mouse"	"geneStart_Nested_mouse"	"geneEnd_Nested_mouse"	"ENST_Nested_mouse"	"Strand_nested_mouse"	"biotype_nested_mouse"	"geneChr_Host_mouse"	"geneStart_Host_mouse"	"geneEnd_Host_mouse"	"ENST_Host_mouse"	"Strand_host_mouse"	"biotype_host_mouse"	"Overlap_size_mouse"	"Strandness_mouse"	"ENST_Host_Human"	"ENST_Nested_Human"	"geneChr_Nested_Human"	"geneStart_Nested_Human"	"geneEnd_Nested_Human"	"SYMBOL_Nested_Human"	"Strand_nested_Human"	"biotype_nested_Human"	"geneChr_Host_Human"	"geneStart_Host_Human"	"geneEnd_Host_Human"	"SYMBOL_Host_Human"	"Strand_host_Human"	"biotype_host_Human"	"Overlap_size_Human"	"Strandness_human"
"178"	"5974_ID"	"8208_ID"	"Ctdsp2"	"Mir26a-2"	"chr10"	126995529	126995613	"ENSMUST00000083496.1"	"+"	"miRNA"	"chr10"	126978716	126999969	"ENSMUST00000105256.9"	"+"	"protein_coding"	84	"same"	"ENST00000398073.7"	"ENST00000385054.1"	"chr12"	58218391	58218475	"MIR26A2"	"-"	"miRNA"	"chr12"	58213709	58240512	"CTDSP2"	"-"	"protein_coding"	84	"same"
"179"	"5979_ID"	"8212_ID"	"Lpp"	"Mir28a"	"chr16"	24827854	24827940	"ENSMUST00000083560.1"	"+"	"miRNA"	"chr16"	24393539	24992578	"ENSMUST00000038053.13"	"+"	"protein_coding"	86	"same"	"ENST00000618621.4"	"ENST00000384918.1"	"chr3"	188406568	188406654	"MIR28"	"+"	"miRNA"	"chr3"	187930720	188608460	"LPP"	"+"	"protein_coding"	86	"same"
"180"	"6007_ID"	"8219_ID"	"Larp7"	"Mir302c"	"chr3"	127545362	127545430	"ENSMUST00000083548.1"	"+"	"miRNA"	"chr3"	127536713	127553349	"ENSMUST00000029588.9"	"-"	"protein_coding"	68	"opposite"	"ENST00000509061.5"	"ENST00000362232.1"	"chr4"	113569518	113569586	"MIR302C"	"-"	"miRNA"	"chr4"	113558281	113578742	"LARP7"	"+"	"protein_coding"	68	"opposite"
"181"	"6008_ID"	"8222_ID"	"Larp7"	"Mir302d"	"chr3"	127545623	127545689	"ENSMUST00000083513.1"	"+"	"miRNA"	"chr3"	127536713	127553349	"ENSMUST00000029588.9"	"-"	"protein_coding"	66	"opposite"	"ENST00000509061.5"	"ENST00000362275.1"	"chr4"	113569159	113569227	"MIR302D"	"-"	"miRNA"	"chr4"	113558281	113578742	"LARP7"	"+"	"protein_coding"	68	"opposite"
"182"	"603_ID"	"6541_ID"	"Trappc3l"	"Calhm5"	"chr10"	34087814	34096519	"ENSMUST00000069125.7"	"-"	"protein_coding"	"chr10"	34037596	34109815	"ENSMUST00000095758.2"	"+"	"protein_coding"	8705	"opposite"	"ENST00000368602.4"	"ENST00000368599.4"	"chr6"	116832801	116845951	"CALHM5"	"+"	"protein_coding"	"chr6"	116816151	116866847	"TRAPPC3L"	"-"	"protein_coding"	13150	"opposite"
"183"	"605_ID"	"6546_ID"	"Gm49333"	"Camk2n2"	"chr16"	20619214	20621287	"ENSMUST00000052939.2"	"-"	"protein_coding"	"chr16"	20611609	20645920	"ENSMUST00000120394.7"	"+"	"protein_coding"	2073	"opposite"	"ENST00000402825.7"	"ENST00000296238.4"	"chr3"	183977000	183979341	"CAMK2N2"	"-"	"protein_coding"	"chr3"	183967482	184010819	"EEF1AKMT4-ECE2"	"+"	"protein_coding"	2341	"opposite"
"184"	"607_ID"	"6550_ID"	"Lpcat2"	"Capns2"	"chr8"	92901406	92902411	"ENSMUST00000104947.4"	"+"	"protein_coding"	"chr8"	92855338	92919279	"ENSMUST00000046290.2"	"+"	"protein_coding"	1005	"same"	"ENST00000262134.10"	"ENST00000457326.3"	"chr16"	55600595	55601599	"CAPNS2"	"+"	"protein_coding"	"chr16"	55542983	55620578	"LPCAT2"	"+"	"protein_coding"	1004	"same"
"185"	"6078_ID"	"8310_ID"	"Tmem245"	"Mir32"	"chr4"	56895228	56895298	"ENSMUST00000083610.1"	"-"	"miRNA"	"chr4"	56866922	56947437	"ENSMUST00000068792.12"	"-"	"protein_coding"	70	"same"	"ENST00000374586.8"	"ENST00000384965.1"	"chr9"	111808508	111808578	"MIR32"	"-"	"miRNA"	"chr9"	111777414	111882227	"TMEM245"	"-"	"protein_coding"	70	"same"
"186"	"6083_ID"	"8320_ID"	"Arrb1"	"Mir326"	"chr7"	99552268	99552363	"ENSMUST00000083637.1"	"+"	"miRNA"	"chr7"	99535465	99606771	"ENSMUST00000098266.8"	"+"	"protein_coding"	95	"same"	"ENST00000420843.7"	"ENST00000362220.1"	"chr11"	75046135	75046230	"MIR326"	"-"	"miRNA"	"chr11"	74971165	75062705	"ARRB1"	"-"	"protein_coding"	95	"same"
"187"	"6086_ID"	"8330_ID"	"Srebf2"	"Mir33"	"chr15"	82198121	82198190	"ENSMUST00000083531.1"	"+"	"miRNA"	"chr15"	82147180	82205379	"ENSMUST00000023100.7"	"+"	"protein_coding"	69	"same"	"ENST00000612482.4"	"ENST00000385197.1"	"chr22"	42296947	42297016	"MIR33A"	"+"	"miRNA"	"chr22"	42229082	42303311	"SREBF2"	"+"	"protein_coding"	69	"same"
"188"	"6087_ID"	"8324_ID"	"Eml2"	"Mir330"	"chr7"	19181464	19181562	"ENSMUST00000083609.1"	"+"	"miRNA"	"chr7"	19176420	19206257	"ENSMUST00000117338.7"	"+"	"protein_coding"	98	"same"	"ENST00000587152.6"	"ENST00000362196.1"	"chr19"	46142251	46142345	"MIR330"	"-"	"miRNA"	"chr19"	46112657	46148860	"EML2"	"-"	"protein_coding"	94	"same"
"189"	"6089_ID"	"8326_ID"	"Mest"	"Mir335"	"chr6"	30741298	30741396	"ENSMUST00000083567.1"	"+"	"miRNA"	"chr6"	30723546	30742574	"ENSMUST00000115127.7"	"+"	"protein_coding"	98	"same"	"ENST00000427521.6"	"ENST00000362173.1"	"chr7"	130135951	130136045	"MIR335"	"+"	"miRNA"	"chr7"	130126176	130146306	"MEST"	"+"	"protein_coding"	94	"same"
"190"	"6094_ID"	"8333_ID"	"Evl"	"Mir342"	"chr12"	108658619	108658718	"ENSMUST00000083502.1"	"+"	"miRNA"	"chr12"	108554719	108688516	"ENSMUST00000077735.12"	"+"	"protein_coding"	99	"same"	"ENST00000402714.6"	"ENST00000362212.1"	"chr14"	100575991	100576090	"MIR342"	"+"	"miRNA"	"chr14"	100437785	100610573	"EVL"	"+"	"protein_coding"	99	"same"
"191"	"6106_ID"	"8334_ID"	"Grid1"	"Mir346"	"chr14"	34894608	34894706	"ENSMUST00000083547.1"	"+"	"miRNA"	"chr14"	34820107	35583379	"ENSMUST00000043349.6"	"+"	"protein_coding"	98	"same"	"ENST00000327946.12"	"ENST00000362234.2"	"chr10"	88024450	88024545	"MIR346"	"-"	"miRNA"	"chr10"	87359308	88126552	"GRID1"	"-"	"protein_coding"	95	"same"
"192"	"6158_ID"	"7298_ID"	"Nsrp1"	"Mir423"	"chr11"	77078063	77078172	"ENSMUST00000083584.2"	"-"	"miRNA"	"chr11"	77044291	77078435	"ENSMUST00000102494.7"	"-"	"protein_coding"	109	"same"	"ENST00000540900.7"	"ENST00000586878.1"	"chr17"	28444096	28444190	"hsa-mir-423"	"-"	"lncRNA"	"chr17"	28442538	28512865	"NSRP1"	"+"	"processed_transcript"	94	"opposite"
"193"	"6158_ID"	"8452_ID"	"Nsrp1"	"Mir423"	"chr11"	77078063	77078172	"ENSMUST00000083584.2"	"-"	"miRNA"	"chr11"	77044291	77078435	"ENSMUST00000102494.7"	"-"	"protein_coding"	109	"same"	"ENST00000540900.7"	"ENST00000362201.2"	"chr17"	28444096	28444190	"MIR423"	"+"	"miRNA"	"chr17"	28442538	28512865	"NSRP1"	"+"	"processed_transcript"	94	"same"
"194"	"6166_ID"	"8568_ID"	"Htr2c"	"Mir448"	"chrX"	147158209	147158321	"ENSMUST00000083516.1"	"+"	"miRNA"	"chrX"	146962513	147197277	"ENSMUST00000096299.8"	"+"	"protein_coding"	112	"same"	"ENST00000371950.3"	"ENST00000362131.1"	"chrX"	114058016	114058127	"MIR448"	"+"	"miRNA"	"chrX"	113818554	114144624	"HTR2C"	"+"	"protein_coding"	111	"same"
"195"	"6167_ID"	"8580_ID"	"Cdc20b"	"Mir449a"	"chr13"	113037533	113037624	"ENSMUST00000083641.1"	"+"	"miRNA"	"chr13"	113035378	113091195	"ENSMUST00000109244.8"	"+"	"protein_coding"	91	"same"	"ENST00000381375.7"	"ENST00000362113.1"	"chr5"	54466359	54466450	"MIR449A"	"-"	"miRNA"	"chr5"	54408798	54469005	"CDC20B"	"-"	"protein_coding"	91	"same"
"196"	"6167_ID"	"8581_ID"	"Cdc20b"	"Mir449a"	"chr13"	113037533	113037624	"ENSMUST00000083641.1"	"+"	"miRNA"	"chr13"	113035378	113091195	"ENSMUST00000109244.8"	"+"	"protein_coding"	91	"same"	"ENST00000381375.7"	"ENST00000384995.1"	"chr5"	54466473	54466570	"MIR449B"	"-"	"miRNA"	"chr5"	54408798	54469005	"CDC20B"	"-"	"protein_coding"	97	"same"
"197"	"6223_ID"	"8795_ID"	"Calcr"	"Mir489"	"chr6"	3721896	3722003	"ENSMUST00000093599.1"	"-"	"miRNA"	"chr6"	3685719	3764714	"ENSMUST00000115622.7"	"-"	"protein_coding"	107	"same"	"ENST00000426151.7"	"ENST00000384923.1"	"chr7"	93113247	93113331	"MIR489"	"-"	"miRNA"	"chr7"	93053797	93204036	"CALCR"	"-"	"protein_coding"	84	"same"
"198"	"6224_ID"	"8797_ID"	"Chrm2"	"Mir490"	"chr6"	36421741	36421825	"ENSMUST00000093567.1"	"+"	"miRNA"	"chr6"	36388083	36528414	"ENSMUST00000172278.7"	"+"	"protein_coding"	84	"same"	"ENST00000445907.6"	"ENST00000384865.1"	"chr7"	136587913	136588041	"MIR490"	"+"	"miRNA"	"chr7"	136553415	136705002	"CHRM2"	"+"	"protein_coding"	128	"same"
"199"	"6230_ID"	"8818_ID"	"Clcn5"	"Mir500"	"chrX"	7237682	7237774	"ENSMUST00000093600.2"	"-"	"miRNA"	"chrX"	7159468	7319233	"ENSMUST00000115746.7"	"-"	"protein_coding"	92	"same"	"ENST00000376091.8"	"ENST00000606349.1"	"chrX"	49779205	49779291	"MIR502"	"+"	"miRNA"	"chrX"	49687205	49863887	"CLCN5"	"+"	"protein_coding"	86	"same"
"200"	"6231_ID"	"8816_ID"	"Clcn5"	"Mir501"	"chrX"	7241242	7241351	"ENSMUST00000102296.1"	"-"	"miRNA"	"chrX"	7159468	7319233	"ENSMUST00000115746.7"	"-"	"protein_coding"	109	"same"	"ENST00000376091.8"	"ENST00000390204.1"	"chrX"	49774329	49774413	"MIR501"	"+"	"miRNA"	"chrX"	49687205	49863887	"CLCN5"	"+"	"protein_coding"	84	"same"
"201"	"6269_ID"	"8860_ID"	"Clcn5"	"Mir532"	"chrX"	7248401	7248497	"ENSMUST00000093630.1"	"-"	"miRNA"	"chrX"	7159468	7319233	"ENSMUST00000115746.7"	"-"	"protein_coding"	96	"same"	"ENST00000376091.8"	"ENST00000385025.1"	"chrX"	49767753	49767844	"MIR532"	"+"	"miRNA"	"chrX"	49687205	49863887	"CLCN5"	"+"	"protein_coding"	91	"same"
"202"	"628_ID"	"6594_ID"	"Rab37"	"Cd300lf"	"chr11"	115116213	115133992	"ENSMUST00000051264.13"	"-"	"protein_coding"	"chr11"	115091430	115162236	"ENSMUST00000067754.10"	"+"	"protein_coding"	17779	"opposite"	"ENST00000340415.7"	"ENST00000469092.5"	"chr17"	72690455	72709117	"CD300LF"	"-"	"protein_coding"	"chr17"	72666716	72743473	"RAB37"	"+"	"protein_coding"	18668	"opposite"
"203"	"6395_ID"	"9071_ID"	"Chpf2"	"Mir671"	"chr5"	24592113	24592211	"ENSMUST00000102432.1"	"+"	"miRNA"	"chr5"	24586740	24594395	"ENSMUST00000088295.8"	"+"	"protein_coding"	98	"same"	"ENST00000495645.5"	"ENST00000390183.1"	"chr7"	150935506	150935624	"MIR671"	"+"	"miRNA"	"chr7"	150929574	150935905	"CHPF2"	"+"	"protein_coding"	118	"same"
"204"	"643_ID"	"6623_ID"	"Timp2"	"Cep295nl"	"chr11"	118332359	118342500	"ENSMUST00000103024.3"	"-"	"protein_coding"	"chr11"	118301068	118355506	"ENSMUST00000017610.9"	"-"	"protein_coding"	10141	"same"	"ENST00000262768.11"	"ENST00000586713.5"	"chr17"	76866991	76899297	"CEP295NL"	"-"	"protein_coding"	"chr17"	76849058	76921469	"TIMP2"	"-"	"protein_coding"	32308	"same"
"205"	"644_ID"	"6634_ID"	"Asb3"	"Chac2"	"chr11"	30976706	30986350	"ENSMUST00000101394.4"	"-"	"protein_coding"	"chr11"	30885415	31101333	"ENSMUST00000203878.2"	"+"	"protein_coding"	9644	"opposite"	"ENST00000406625.6"	"ENST00000295304.5"	"chr2"	53994940	54002333	"CHAC2"	"+"	"protein_coding"	"chr2"	53897429	54087297	"ASB3"	"-"	"protein_coding"	7393	"opposite"
"206"	"645_ID"	"6635_ID"	"Acsf2"	"Chad"	"chr11"	94565046	94569127	"ENSMUST00000040418.8"	"+"	"protein_coding"	"chr11"	94557101	94601871	"ENSMUST00000103164.3"	"-"	"protein_coding"	4081	"opposite"	"ENST00000300441.9"	"ENST00000258969.4"	"chr17"	48541859	48546267	"CHAD"	"-"	"protein_coding"	"chr17"	48503578	48552198	"ACSF2"	"+"	"protein_coding"	4411	"opposite"
"207"	"648_ID"	"6641_ID"	"Gnal"	"Chmp1b"	"chr18"	67205365	67207889	"ENSMUST00000210564.2"	"+"	"protein_coding"	"chr18"	67088215	67226792	"ENSMUST00000025402.14"	"+"	"protein_coding"	2524	"same"	"ENST00000334049.11"	"ENST00000526991.3"	"chr18"	11851411	11854443	"CHMP1B"	"+"	"protein_coding"	"chr18"	11689262	11885684	"GNAL"	"+"	"protein_coding"	3032	"same"
"208"	"6534_ID"	"9073_ID"	"Hnrnpk"	"Mir7-1"	"chr13"	58392778	58392886	"ENSMUST00000083500.1"	"-"	"miRNA"	"chr13"	58391141	58403343	"ENSMUST00000116403.8"	"-"	"protein_coding"	108	"same"	"ENST00000376281.8"	"ENST00000384871.1"	"chr9"	86584662	86584772	"MIR7-1"	"-"	"miRNA"	"chr9"	86582997	86595519	"HNRNPK"	"-"	"protein_coding"	110	"same"
"209"	"6631_ID"	"9075_ID"	"Tenm4"	"Mir708"	"chr7"	96249423	96249532	"ENSMUST00000102189.1"	"+"	"miRNA"	"chr7"	96171245	96908569	"ENSMUST00000107162.7"	"+"	"protein_coding"	109	"same"	"ENST00000278550.12"	"ENST00000390708.1"	"chr11"	79113065	79113153	"MIR708"	"-"	"miRNA"	"chr11"	78363873	79152074	"TENM4"	"-"	"protein_coding"	88	"same"
"210"	"666_ID"	"6717_ID"	"Atp5o"	"Cryzl1"	"chr16"	91689321	91728975	"ENSMUST00000073466.12"	"-"	"protein_coding"	"chr16"	91684397	91926982	"ENSMUST00000159295.7"	"-"	"protein_coding"	39654	"same"	"ENST00000429238.2"	"ENST00000290244.9"	"chr21"	34961691	35014224	"CRYZL1"	"-"	"protein_coding"	"chr21"	34956992	35303911	"AP000311.1"	"-"	"protein_coding"	54586	"same"
"211"	"671_ID"	"6723_ID"	"Prkg1"	"Cstf2t"	"chr19"	31082836	31087069	"ENSMUST00000066039.7"	"+"	"protein_coding"	"chr19"	30564488	31765033	"ENSMUST00000065067.13"	"-"	"protein_coding"	4233	"opposite"	"ENST00000401604.8"	"ENST00000331173.6"	"chr10"	53455245	53459355	"CSTF2T"	"-"	"protein_coding"	"chr10"	52750647	54058110	"PRKG1"	"+"	"protein_coding"	4110	"opposite"
"212"	"676_ID"	"6743_ID"	"Art3"	"Cxcl10"	"chr5"	92346637	92348882	"ENSMUST00000038816.12"	"-"	"protein_coding"	"chr5"	92331840	92414628	"ENSMUST00000121096.7"	"+"	"protein_coding"	2252	"opposite"	"ENST00000341029.9"	"ENST00000306602.3"	"chr4"	76942270	76944650	"CXCL10"	"-"	"protein_coding"	"chr4"	76932352	77033955	"ART3"	"+"	"protein_coding"	2380	"opposite"
"213"	"677_ID"	"6744_ID"	"Art3"	"Cxcl11"	"chr5"	92359543	92365485	"ENSMUST00000122808.1"	"-"	"polymorphic_pseudogene"	"chr5"	92331840	92414628	"ENSMUST00000121096.7"	"+"	"protein_coding"	5942	"opposite"	"ENST00000341029.9"	"ENST00000503860.1"	"chr4"	76955842	76962568	"CXCL11"	"-"	"protein_coding"	"chr4"	76932352	77033955	"ART3"	"+"	"protein_coding"	7734	"opposite"
"214"	"6795_ID"	"9123_ID"	"Huwe1"	"Mir98"	"chrX"	151913213	151913321	"ENSMUST00000083602.2"	"+"	"miRNA"	"chrX"	151803326	151935417	"ENSMUST00000026292.14"	"+"	"protein_coding"	108	"same"	"ENST00000262854.11"	"ENST00000606724.1"	"chrX"	53583183	53583302	"MIR98"	"-"	"miRNA"	"chrX"	53559056	53713664	"HUWE1"	"-"	"protein_coding"	119	"same"
"215"	"6798_ID"	"9126_ID"	"Spaca6"	"Mir99b"	"chr17"	17830187	17830257	"ENSMUST00000083462.1"	"+"	"miRNA"	"chr17"	17827157	17839071	"ENSMUST00000226899.1"	"+"	"protein_coding"	70	"same"	"ENST00000646845.1"	"ENST00000384819.1"	"chr19"	52195864	52195934	"MIR99B"	"+"	"miRNA"	"chr19"	52192380	52197808	"SPACA6"	"+"	"protein_coding"	70	"same"
"216"	"6811_ID"	"9137_ID"	"Huwe1"	"Mirlet7f-2"	"chrX"	151912345	151912428	"ENSMUST00000083668.1"	"+"	"miRNA"	"chrX"	151803326	151935417	"ENSMUST00000026292.14"	"+"	"protein_coding"	83	"same"	"ENST00000262854.11"	"ENST00000385277.1"	"chrX"	53584152	53584235	"MIRLET7F2"	"-"	"miRNA"	"chrX"	53559056	53713664	"HUWE1"	"-"	"protein_coding"	83	"same"
"217"	"6827_ID"	"9177_ID"	"Rgp1"	"Msmp"	"chr4"	43583215	43584494	"ENSMUST00000107884.2"	"-"	"protein_coding"	"chr4"	43578714	43587487	"ENSMUST00000107886.8"	"+"	"protein_coding"	1279	"opposite"	"ENST00000378078.5"	"ENST00000414286.1"	"chr9"	35752988	35756610	"MSMP"	"-"	"processed_transcript"	"chr9"	35749283	35758582	"RGP1"	"+"	"protein_coding"	3624	"opposite"
"218"	"6830_ID"	"9186_ID"	"Ano3"	"Muc15"	"chr2"	110721339	110739527	"ENSMUST00000111016.8"	"+"	"protein_coding"	"chr2"	110655200	110950923	"ENSMUST00000099623.9"	"-"	"protein_coding"	18188	"opposite"	"ENST00000672621.1"	"ENST00000529533.6"	"chr11"	26580578	26593810	"MUC15"	"-"	"protein_coding"	"chr11"	26210388	26684835	"ANO3"	"+"	"protein_coding"	13232	"opposite"
"219"	"6957_ID"	"9224_ID"	"Herc3"	"Nap1l5"	"chr6"	58905232	58907076	"ENSMUST00000059539.4"	"-"	"protein_coding"	"chr6"	58833699	58920398	"ENSMUST00000041401.10"	"+"	"protein_coding"	1844	"opposite"	"ENST00000402738.6"	"ENST00000323061.7"	"chr4"	89617063	89618980	"NAP1L5"	"-"	"protein_coding"	"chr4"	89513630	89629690	"HERC3"	"+"	"protein_coding"	1917	"opposite"
"220"	"6957_ID"	"9225_ID"	"Herc3"	"Nap1l5"	"chr6"	58905232	58907076	"ENSMUST00000059539.4"	"-"	"protein_coding"	"chr6"	58833699	58920398	"ENSMUST00000041401.10"	"+"	"protein_coding"	1844	"opposite"	"ENST00000512194.2"	"ENST00000323061.7"	"chr4"	89617063	89618980	"NAP1L5"	"-"	"protein_coding"	"chr4"	89444960	89629601	"AC098582.1"	"+"	"protein_coding"	1917	"opposite"
"221"	"699_ID"	"6778_ID"	"Pdgfd"	"Ddi1"	"chr9"	6262732	6269846	"ENSMUST00000051706.5"	"-"	"protein_coding"	"chr9"	6168583	6378845	"ENSMUST00000058692.8"	"+"	"protein_coding"	7114	"opposite"	"ENST00000302251.9"	"ENST00000302259.5"	"chr11"	103907367	103909924	"DDI1"	"+"	"protein_coding"	"chr11"	103777916	104035107	"PDGFD"	"-"	"protein_coding"	2557	"opposite"
"222"	"6991_ID"	"9326_ID"	"Gm45785"	"Odf3"	"chr7"	140847804	140851018	"ENSMUST00000026555.11"	"+"	"protein_coding"	"chr7"	140818086	140856331	"ENSMUST00000209690.1"	"-"	"protein_coding"	3214	"opposite"	"ENST00000410108.5"	"ENST00000325113.9"	"chr11"	196760	200258	"ODF3"	"+"	"protein_coding"	"chr11"	167783	207383	"BET1L"	"-"	"protein_coding"	3501	"opposite"
"223"	"6992_ID"	"9330_ID"	"Cenpp"	"Ogn"	"chr13"	49608045	49624501	"ENSMUST00000021822.6"	"+"	"protein_coding"	"chr13"	49464022	49652785	"ENSMUST00000021818.8"	"-"	"protein_coding"	16456	"opposite"	"ENST00000375587.8"	"ENST00000375561.10"	"chr9"	95145549	95166860	"OGN"	"-"	"protein_coding"	"chr9"	95088234	95382811	"CENPP"	"+"	"protein_coding"	21429	"opposite"
"224"	"6997_ID"	"9413_ID"	"Olfr78"	"Olfr560"	"chr7"	102751817	102759366	"ENSMUST00000210453.2"	"-"	"protein_coding"	"chr7"	102740730	102759395	"ENSMUST00000060187.14"	"-"	"protein_coding"	7549	"same"	"ENST00000396950.4"	"ENST00000641159.1"	"chr11"	4711652	4719061	"OR51C1P"	"-"	"protein_coding"	"chr11"	4701400	4719083	"OR51E2"	"-"	"protein_coding"	7409	"same"
"225"	"700_ID"	"6782_ID"	"Dus2"	"Ddx28"	"chr8"	106009620	106011882	"ENSMUST00000058579.6"	"-"	"protein_coding"	"chr8"	105991336	106015842	"ENSMUST00000142898.1"	"+"	"protein_coding"	2262	"opposite"	"ENST00000575677.5"	"ENST00000332395.7"	"chr16"	68054818	68057135	"DDX28"	"-"	"protein_coding"	"chr16"	68028688	68100276	"DUS2"	"+"	"protein_coding"	2317	"opposite"
"226"	"7007_ID"	"9335_ID"	"Nf1"	"Omg"	"chr11"	79500981	79504084	"ENSMUST00000164465.2"	"-"	"protein_coding"	"chr11"	79339824	79581612	"ENSMUST00000071325.8"	"+"	"protein_coding"	3103	"opposite"	"ENST00000356175.7"	"ENST00000580156.1"	"chr17"	29599466	29624248	"OMG"	"-"	"processed_transcript"	"chr17"	29421944	29704695	"NF1"	"+"	"protein_coding"	25527	"opposite"
"227"	"7008_ID"	"9336_ID"	"Capn5"	"Omp"	"chr7"	98143358	98145502	"ENSMUST00000098281.3"	"-"	"protein_coding"	"chr7"	98121558	98178274	"ENSMUST00000040971.13"	"-"	"protein_coding"	2144	"same"	"ENST00000648180.1"	"ENST00000529803.1"	"chr11"	76813885	76814377	"OMP"	"+"	"protein_coding"	"chr11"	76778017	76837201	"CAPN5"	"+"	"protein_coding"	492	"same"
"228"	"7014_ID"	"9488_ID"	"Med12l"	"P2ry12"	"chr3"	59216360	59262871	"ENSMUST00000199609.1"	"-"	"protein_coding"	"chr3"	59006486	59318682	"ENSMUST00000199659.4"	"+"	"protein_coding"	46600	"opposite"	"ENST00000474524.5"	"ENST00000302632.4"	"chr3"	151054630	151102541	"P2RY12"	"-"	"protein_coding"	"chr3"	150804675	151154860	"MED12L"	"+"	"protein_coding"	47911	"opposite"
"229"	"7015_ID"	"9489_ID"	"Med12l"	"P2ry13"	"chr3"	59207891	59210882	"ENSMUST00000040622.2"	"-"	"protein_coding"	"chr3"	59006486	59318682	"ENSMUST00000199659.4"	"+"	"protein_coding"	2991	"opposite"	"ENST00000474524.5"	"ENST00000325602.6"	"chr3"	151044099	151047337	"P2RY13"	"-"	"protein_coding"	"chr3"	150804675	151154860	"MED12L"	"+"	"protein_coding"	3238	"opposite"
"230"	"7016_ID"	"9490_ID"	"Med12l"	"P2ry14"	"chr3"	59114624	59153492	"ENSMUST00000196081.4"	"-"	"protein_coding"	"chr3"	59006486	59318682	"ENSMUST00000199659.4"	"+"	"protein_coding"	39764	"opposite"	"ENST00000474524.5"	"ENST00000309170.8"	"chr3"	150929904	150996330	"P2RY14"	"-"	"protein_coding"	"chr3"	150804675	151154860	"MED12L"	"+"	"protein_coding"	66426	"opposite"
"231"	"7019_ID"	"9497_ID"	"Radil"	"Papolb"	"chr5"	142525837	142530076	"ENSMUST00000099400.2"	"-"	"protein_coding"	"chr5"	142484838	142551098	"ENSMUST00000063635.14"	"-"	"protein_coding"	4239	"same"	"ENST00000399583.4"	"ENST00000404991.2"	"chr7"	4897368	4901661	"PAPOLB"	"-"	"protein_coding"	"chr7"	4836685	4923347	"RADIL"	"-"	"protein_coding"	4293	"same"
"232"	"703_ID"	"6789_ID"	"Rassf4"	"Depp1"	"chr6"	116650608	116652794	"ENSMUST00000067354.9"	"+"	"protein_coding"	"chr6"	116633007	116673952	"ENSMUST00000035842.6"	"-"	"protein_coding"	2186	"opposite"	"ENST00000340258.10"	"ENST00000496638.1"	"chr10"	45466428	45474238	"DEPP1"	"-"	"processed_transcript"	"chr10"	45455249	45491339	"RASSF4"	"+"	"protein_coding"	7829	"opposite"
"233"	"7039_ID"	"9536_ID"	"Kat14"	"Pet117"	"chr2"	144368995	144373721	"ENSMUST00000183618.2"	"+"	"protein_coding"	"chr2"	144368982	144407676	"ENSMUST00000028911.14"	"+"	"protein_coding"	4726	"same"	"ENST00000677174.1"	"ENST00000432901.4"	"chr20"	18118506	18123813	"PET117"	"+"	"protein_coding"	"chr20"	18117871	18168995	"KAT14"	"+"	"protein_coding"	5307	"same"
"234"	"7050_ID"	"9569_ID"	"Gm28042"	"Pla2g4b"	"chr2"	120033432	120043030	"ENSMUST00000143794.7"	"+"	"protein_coding"	"chr2"	120027492	120043033	"ENSMUST00000162393.7"	"+"	"protein_coding"	9614	"same"	"ENST00000490848.5"	"ENST00000452633.5"	"chr15"	42129972	42140345	"PLA2G4B"	"+"	"protein_coding"	"chr15"	42120292	42140353	"JMJD7-PLA2G4B"	"+"	"retained_intron"	10373	"same"
"235"	"7056_ID"	"9583_ID"	"Cep85l"	"Pln"	"chr10"	53337692	53345987	"ENSMUST00000046221.7"	"+"	"protein_coding"	"chr10"	53273442	53379947	"ENSMUST00000220443.1"	"-"	"protein_coding"	8321	"opposite"	"ENST00000368488.9"	"ENST00000357525.6"	"chr6"	118869458	118882879	"PLN"	"+"	"protein_coding"	"chr6"	118781943	119031238	"CEP85L"	"-"	"protein_coding"	13421	"opposite"
"236"	"7066_ID"	"9605_ID"	"Fam172a"	"Pou5f2"	"chr13"	78024901	78026295	"ENSMUST00000175955.3"	"+"	"protein_coding"	"chr13"	77708689	78166235	"ENSMUST00000091459.11"	"+"	"protein_coding"	1394	"same"	"ENST00000395965.8"	"ENST00000606183.4"	"chr5"	93068925	93077306	"POU5F2"	"-"	"protein_coding"	"chr5"	92953430	93447368	"FAM172A"	"-"	"protein_coding"	8381	"same"
"237"	"7071_ID"	"9621_ID"	"Grin3a"	"Ppp3r2"	"chr4"	49678746	49682024	"ENSMUST00000029991.2"	"-"	"protein_coding"	"chr4"	49661610	49845549	"ENSMUST00000076674.3"	"-"	"protein_coding"	3278	"same"	"ENST00000361820.6"	"ENST00000374806.2"	"chr9"	104353885	104357251	"PPP3R2"	"-"	"protein_coding"	"chr9"	104331633	104500929	"GRIN3A"	"-"	"protein_coding"	3418	"same"
